appid,name,english,developer,c_publisher,Platf,required_age,G;steamspy_tags,achievements,P.R.,negative_ratings,average_playtime,M.P.,owners
701880,Rocka Feller,1,BBQ Games,BBQ Games,windows,0,Indie;Indie,7,2,0,0,0,0-20000
701890,Starzine,1,Intersect Games,Intersect Games,windows,0,Action;Indie;Indie;Action;Physics,8,3,0,0,0,0-20000
701900,Splat the Blob,1,Simple Blue,Simple Blue,windows;mac;linux,0,Adventure;Adventure;3D Platformer,0,28,3,0,0,50000-100000
701910,Dawn of a Soul,1,Waldemar Umaniz,Waldemar Umaniz,windows;mac;linux,0,Casual;Indie;Indie;Casual;Puzzle,16,13,0,0,0,0-20000
701930,Short Stories Collection of Class Tangerine,0,橘子班,NVLMaker,windows,0,Adventure;Casual;Indie;Simulation;Visual Novel;Adventure;Indie,13,468,11,0,0,0-20000
701940,Champions of Aerial,1,Quick Save Studios,Quick Save Studios,windows,0,Action;Indie;Action;Indie,0,7,0,0,0,0-20000
701950,Survival Simulator VR,1,Lucid Pixel,Lucid Pixel,windows,0,Indie;Early Access;Early Access;Indie;VR,0,6,1,0,0,0-20000
701960,Fish's Trip,1,André Bertaglia,André Bertaglia,windows,0,Adventure;Casual;Indie;Racing;Adventure;Indie;Casual,0,2,1,0,0,0-20000
701970,Sliding Blocks,1,Boogygames Studios,Boogygames Studios,windows,0,Adventure;Casual;Indie;Strategy;Casual;Indie;Adventure,0,10,1,0,0,0-20000
701990,Edmonton Trolley Car,1,Gametrip,Gametrip,windows,0,Adventure;Casual;Indie;Adventure;Indie;Casual,0,1,1,0,0,0-20000
702030,Starbear: Taxi,1,Funktronic Labs,Funktronic Labs,windows,0,Action;Simulation;Action;Simulation;VR,0,21,2,0,0,0-20000
702080,My Factory 我的工厂,1,Great God,Great God,windows,0,Indie;Simulation;Strategy;Early Access;Early Access;Strategy;Indie,11,44,36,0,0,0-20000
702110,THE LAST BLADE 2,1,SNK CORPORATION;Code Mystics Inc.,SNK CORPORATION,windows,0,Action;Action;Fighting;Arcade,20,68,15,109,109,0-20000
702120,THE KING OF FIGHTERS '97 GLOBAL MATCH,1,SNK CORPORATION;Code Mystics Inc.,SNK CORPORATION,windows,0,Action;Action;Fighting;2D Fighter,18,155,110,0,0,0-20000
702150,Project Mercury,1,Raxasoft Games,Raxasoft Games,windows,0,Action;Indie;Action;Indie;Platformer,3,3,2,0,0,0-20000
702160,Rocketboat - Pilot,1,"Present Day Media, LLC","Present Day Media, LLC",windows;mac,0,Action;Adventure;Free to Play;Indie;RPG;Free to Play;Action;Adventure,0,34,12,0,0,0-20000
702180,Mafia is Alive,1,ZO Studio Games,ZO Studio Games,windows,0,Casual;Indie;Massively Multiplayer;RPG;Early Access;Early Access;RPG;Indie,66,3,1,0,0,0-20000
702200,Lost with Dinosaurs,1,Mihai Morosanu,Mihai Morosanu,windows;mac;linux,0,Action;Adventure;Indie;Adventure;Action;Indie,300,43,55,3,3,0-20000
702210,Princess Serena ~Raid of Demon Legion~,1,Dieselmine,Dieselmine,windows,0,Sexual Content;Nudity;Adventure;RPG;Sexual Content;Nudity;RPG,0,80,28,0,0,0-20000
702220,Touch My Spinner,1,mibix,mibix,windows,0,Indie;Indie;Clicker,0,17,6,0,0,0-20000
702270,DevWill,1,Paulo A. M. Villalva,Amaweks Games,windows,0,Action;Action;Retro;Platformer,0,12,1,0,0,0-20000
702300,Number World Adventure,1,Notus Games Ltd,Notus Games Ltd,windows;mac,0,Casual;Casual;Indie;Puzzle,30,8,0,0,0,0-20000
702310,Tricks and Treats,1,Notus Games Ltd,Notus Games Ltd,windows;mac,0,Casual;Indie;Indie;Casual;Match 3,15,2,1,0,0,0-20000
702320,March of Empires,1,Gameloft,Gameloft,windows,0,Free to Play;Massively Multiplayer;RPG;Strategy;Free to Play;Strategy;RPG,87,163,135,3,3,50000-100000
702360,Hunters Life,1,David Ruland,David Ruland,windows,0,Casual;Indie;Casual;Indie;Music,0,4,0,0,0,0-20000
702430,SCHOOL SIMULATOR MULTIPLAYER,1,CREATIV GAME DEVELOPER LLC.,CREATIV GAME DEVELOPER LLC.,windows;mac,0,Sexual Content;Violent;Action;Indie;Massively Multiplayer;Racing;RPG;Simulation;Simulation;Violent;Action,0,16,11,0,0,0-20000
702510,Mille Bornes,1,Payoff Technologies,Asmodee Digital,windows;mac,0,Casual;Racing;Casual;Racing,0,5,4,0,0,0-20000
702550,EZ4u,1,Egor Domashenkin,Sergey Domashenkin,windows,0,Indie;Indie,0,1,2,0,0,0-20000
702670,Donut County,1,Ben Esposito,Annapurna Interactive,windows;mac,0,Adventure;Casual;Indie;Indie;Adventure;Casual,20,1487,290,0,0,50000-100000
702700,Super Bomberman R,1,Konami Digital Entertainment,Konami Digital Entertainment,windows,0,Action;Action;Multiplayer;Singleplayer,32,80,84,0,0,0-20000
702790,午餐13,1,quanhome,quanhome,windows,0,RPG;RPG,1,11,2,0,0,0-20000
702810,Shooty Skies,1,Mighty Games,Mighty Games,windows;mac;linux,0,Action;Free to Play;Indie;Free to Play;Action;Indie,29,919,86,7,12,200000-500000
702820,By Any Means Necessary,1,Sure Games,Sure Games,windows;linux,0,RPG;RPG;Fantasy;2D,14,1,0,0,0,0-20000
702890,BlazBlue: Cross Tag Battle,1,Arc System Works,Arc System Works,windows,0,Action;2D Fighter;Anime;Action,42,1216,439,2721,3552,50000-100000
702910,Destination Dungeon: Crypts of Warthallow,1,Virtual Top,VT Publishing,windows,0,Adventure;Casual;Indie;RPG;Adventure;RPG;Indie,5000,18,17,0,0,0-20000
702940,Paper Shakespeare: To Date Or Not To Date?,1,Stegalosaurus Game Development,Stegalosaurus Game Development,windows;mac;linux,0,Adventure;Indie;Indie;Adventure;Dating Sim,41,10,1,0,0,0-20000
703000,"Beer, Babes and Dragons",1,Kristof De Meyer,Creative Consultants Agency,windows,0,RPG;RPG;RPGMaker;Sexual Content,0,3,0,0,0,0-20000
703030,NewTypes,1,Masahiro Suzuki,Masahiro Suzuki,windows,0,Simulation;Early Access;Early Access;Simulation,0,7,1,0,0,0-20000
703040,Little Dog,1,Vyacheslav Shilikhin,Vyacheslav Shilikhin,windows,0,Adventure;Casual;Indie;Simulation;Indie;Casual;Adventure,21,29,43,0,0,0-20000
703050,iHUGU,1,Kool2Play Sp. z o.o.,Kool2Play Sp. z o.o.,windows,0,Casual;Casual;Puzzle;Pixel Graphics,28,7,2,0,0,0-20000
703060,connect - Virtual Home (3D or VR),1,e.com,e.com,windows,0,Utilities;Utilities;Free to Play;Design & Illustration,0,22,13,0,0,0-20000
703070,ZOMBIE CAR MASSACRE 💀,1,DRUNKEN APES,DRUNKEN APES,windows;mac,0,Action;Casual;Indie;Racing;Simulation;Racing;Action;Casual,0,20,9,0,0,0-20000
703090,冒险之路(Adventure Road),1,WangJianWei;KuangXiang,WangJianWei,windows,0,Free to Play;Indie;Massively Multiplayer;Strategy;Free to Play;Indie;Strategy,0,13,13,0,0,0-20000
703120,Keeplanet,1,BigGame,BigGame,windows,0,Action;Casual;Indie;Simulation;Action;Casual;Indie,21,8,3,0,0,0-20000
703140,Codename: Phantom,1,Red Fire Games,Red Fire Games,windows,18,Violent;Action;Action;Violent;VR,0,3,2,0,0,0-20000
703180,Ben 10,1,Torus Games,Outright Games,windows,0,Action;Action;Adventure;Cartoony,39,40,7,0,0,0-20000
703200,Jumphobia XL,1,Wix Games,Wix Games,windows;mac,0,Action;Casual;Indie;Action;Indie;Casual,0,0,1,0,0,0-20000
703210,My Little Worms,1,For Kids,For Kids,windows;mac;linux,0,Casual;Indie;Indie;Casual,24,15,6,0,0,0-20000
703250,AstroShift,1,WHITEROCK games,WHITEROCK games,windows,0,Action;Indie;Action;Indie,10,6,1,0,0,0-20000
703260,Blast,1,baKno Games,baKno Games,windows;mac;linux,0,Action;Casual;Indie;Action;Indie;Casual,0,1,1,0,0,0-20000
703270,"Run, my little pixel",1,Zloy Krot Studio,Zloy Krot Studio,windows,0,Casual;Indie;Indie;Casual,0,8,7,0,0,0-20000
703280,Zeal,1,Lycanic Studios,Lycanic Studios,windows,0,Action;Free to Play;Indie;RPG;Strategy;Early Access;Early Access;PvP;Competitive,0,297,119,0,0,50000-100000
703310,Hidden & Dangerous: Action Pack,1,Illusion Softworks,2K,windows,0,Violent;Action;Strategy;Action;Violent;Strategy,0,19,8,0,0,0-20000
703320,Hidden & Dangerous 2: Courage Under Fire,1,Illusion Softworks,2K,windows,0,Violent;Action;Strategy;Action;Strategy;Violent,0,167,7,0,0,0-20000
703360,Stickman Annihilation 2,1,Hype ProductionZ,Hype ProductionZ,windows,0,Action;Casual;Indie;Simulation;Indie;Action;Casual,0,3,2,0,0,0-20000
703400,Enoch: Underground,1,Unwhale Studio,Unwhale Studio,windows,0,Action;Indie;RPG;Action;Indie;RPG,20,22,15,0,0,0-20000
703430,Star Rangers VR - Free Demo,1,Project Whitecard Studios Inc.;Xefier Games Inc.,Awestruck Games;EvolVR Games Ltd.,windows,0,Free to Play;Simulation;Free to Play;Simulation;VR,0,11,7,0,0,20000-50000
703500,ReThink | Evolved,1,Yaeko,Yaeko,windows,0,Action;Casual;Indie;Strategy;Indie;Action;Casual,10,22,2,0,0,0-20000
703510,Wooden Battles,1,SP Digital Arts Inc.,SP Digital Arts Inc.,windows,0,Action;Casual;Indie;Simulation;Strategy;Strategy;Action;Simulation,0,108,41,0,0,0-20000
703530,Grav Blazer Squared,1,Ripknot Systems,Ripknot Systems,windows,0,Action;Casual;Indie;Action;Indie;Casual,1,14,13,0,0,0-20000
703540,Algorithm,1,Valut,Valut,windows,0,Casual;Indie;Indie;Casual;Puzzle,0,8,2,0,0,0-20000
703600,ASTRAL,1,Hype ProductionZ,Hype ProductionZ,windows;mac;linux,0,Action;Adventure;Indie;Psychological Horror;2D;Platformer,50,30,13,0,0,20000-50000
703620,Clash Force,1,Spicy Gyro Games,Shiny Dolphin Games LLC,windows,0,Action;Indie;Action;Indie;Retro,20,43,4,0,0,0-20000
703630,The Quarter Game,1,LAME Dimension;Flying Pudding Studios,LAME Dimension,windows,0,Action;Adventure;Indie;Indie;Action;Adventure,9,34,3,0,0,0-20000
703700,Our End of the World,1,橘子班;大好网,NVLMaker,windows;mac,0,Adventure;Indie;Simulation;Sexual Content;Nudity;Dating Sim,17,1652,477,136,262,100000-200000
703720,ERSATZ,1,Paris Stalker,Paris Stalker;ALL iN,windows;mac;linux,0,Action;Indie;Action;Indie;Platformer,17,10,1,0,0,0-20000
703730,Sorcery Jokers All Ages Version,1,3rdEye,MangaGamer,windows,0,Violent;Gore;Adventure;Adventure;Visual Novel;Violent,0,25,4,0,0,0-20000
703750,Robo-orders,1,Dexion Games,Dexion Games,windows,0,Casual;Indie;Simulation;Strategy;Strategy;Indie;Casual,5,2,11,0,0,0-20000
703760,Chopper: Attack helicopters,1,gtscom,gtscom,windows;linux,0,Action;Casual;Indie;Simulation;Simulation;Action;Indie,16,10,8,0,0,0-20000
703800,All Cows In,1,Hedgehog Game Studios,Hedgehog Game Studios,windows,0,Casual;Indie;Simulation;Indie;Casual;Simulation,0,4,0,0,0,0-20000
703820,Pixel Killers - The Showdown,1,Geezer Games,Geezer Games,windows,0,Action;Indie;Action;Indie,0,0,1,0,0,0-20000
703840,Animal Super Squad,1,DoubleMoose Games,DoubleMoose Games,windows,0,Action;Adventure;Indie;Simulation;Indie;Action;Adventure,17,317,47,0,0,0-20000
703870,Make a word!,1,Educational Games,Educational Games,windows;mac;linux,0,Casual;Indie;Indie;Casual,309,19,8,0,0,0-20000
703880,Swords and Soldiers 2 Shawarmageddon,1,Ronimo Games,Ronimo Games,windows,0,Action;Indie;Strategy;Action;Strategy;Indie,13,67,11,0,0,0-20000
703920,Bang Bang Fruit 2,1,Snkl Studio,Snkl Studio,windows,0,Casual;Indie;Indie;Casual,36,17,37,0,0,20000-50000
703940,Ball 2D: Soccer Online,1,Unusualsoft,Unusualsoft,windows;mac,0,Action;Free to Play;Sports;Free to Play;Action;Sports,0,83,29,2,2,50000-100000
703950,Just Fishing,1,Just Fishing LLC,Just Fishing LLC,windows;mac,0,Action;Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Free to Play;Simulation;Fishing,46,458,153,14,14,100000-200000
703980,Star Wars: Imperial Assault - Legends of the Alliance,1,Fantasy Flight Games,Fantasy Flight Games,windows;mac,0,Adventure;RPG;Adventure;RPG;Board Game,0,55,20,0,0,20000-50000
704010,LongStory,1,Bloom Digital Media,Bloom Digital Media,windows;mac,0,Adventure;Casual;Indie;RPG;Simulation;Indie;RPG;Casual,0,29,8,0,0,0-20000
704030,Cattle and Crops,1,Masterbrain Bytes GmbH & Co. KG,Masterbrain Bytes GmbH & Co. KG,windows;linux,0,Casual;Indie;Simulation;Early Access;Early Access;Simulation;Agriculture,0,392,126,0,0,0-20000
704040,Castle Clicker : Building Tycoon,1,Autotelic Games LLC,Autotelic Games LLC,windows,0,Casual;Free to Play;Indie;Simulation;Strategy;Free to Play;Indie;Casual,17,197,123,3,3,50000-100000
704070,Robots.io,1,Super Games Studio,Super Games Studio,windows,0,Action;Indie;Massively Multiplayer;Action;Massively Multiplayer;Indie,0,6,2,0,0,0-20000
704140,Edge Of Existence,1,RealFire Interactive,RealFire Interactive,windows,7,Action;Casual;Strategy;Early Access;Early Access;Strategy;Action,0,3,3,0,0,0-20000
704190,Bitcoin Collector,1,Blender Games,Blender Games,windows,0,Action;Adventure;Casual;Indie;Indie;Casual;Singleplayer,159,11,6,0,0,0-20000
704200,The Chronicles of Nyanya,1,hamstercube,Fat Dog Games,windows,0,Adventure;Indie;RPG;Adventure;RPG;Indie,24,54,3,0,0,0-20000
704210,"BLOCK WARRIORS: ""Open World"" Game",1,Voltornas Games,Voltornas Games,windows,0,Action;Adventure;Racing;RPG;Adventure;Action;Open World,0,273,268,0,0,50000-100000
704230,Pro Cycling Manager 2018,1,Cyanide Studio,Focus Home Interactive,windows,0,Simulation;Sports;Sports;Simulation;Management,64,86,76,211,211,20000-50000
704270,Generation Zero,1,Avalanche Publishing,Avalanche Publishing,windows,0,Action;Adventure;Open World;Survival;Adventure,50,1377,1673,187,234,50000-100000
704300,Bartender VR Simulator,1,VR Factory,VR Factory,windows,0,Simulation;Simulation;VR,0,31,9,0,0,0-20000
704310,Lumberjack VR,1,Erik Brunnström,Erik Brunström,windows,0,Action;Indie;Action;Indie;VR,6,8,3,0,0,0-20000
704350,Captain 13 Beyond the Hero,1,Zombie Soup,Zombie Soup,windows;mac,0,Action;Casual;Action;Casual,29,1,1,0,0,0-20000
704360,SACRALITH : The Archer`s Tale,1,Odd Meter,Odd Meter,windows,0,Violent;Gore;Action;Adventure;Simulation;Action;Adventure;Violent,9,92,6,0,0,0-20000
704370,Water Pipeline,1,Boogygames Studios,Boogygames Studios,windows,0,Adventure;Casual;Indie;Strategy;Strategy;Adventure;Indie,0,1,2,0,0,0-20000
704430,Space Survivors Shooter,1,Maurice Fernitz;Felix Gillmann;Enrico Przibilla;Robert Schuricht,Maurice Fernitz,windows,0,Action;Casual;Early Access;Early Access;Action;Casual,0,1,1,0,0,0-20000
704440,Nimble Fish,1,For Kids,For Kids,windows;mac;linux,0,Casual;Indie;Indie;Casual;Arcade,13,31,1,0,0,0-20000
704450,Neverwinter Nights: Enhanced Edition,1,Beamdog,Beamdog,windows;mac;linux,0,RPG;RPG;Fantasy;Dungeons & Dragons,0,966,278,65,65,100000-200000
704460,Surviving in the forest,1,Dexion Games,Dexion Games,windows,0,Casual;Indie;Simulation;Strategy;Strategy;Indie;Casual,5,9,25,1,1,0-20000
704470,VR Furballs - Demolition,1,Gamily Studios,Gamily Studios,windows,0,Casual;Indie;Indie;Casual;Puzzle,480,108,1,0,0,0-20000
704480,Durak!,1,Funghisoft,Funghisoft,windows,0,Casual;Indie;Simulation;Strategy;Strategy;Indie;Casual,0,18,4,0,0,0-20000
704490,Caves!,1,Dexion Games,Dexion Games,windows,0,Casual;Indie;Simulation;Strategy;Casual;Indie;Strategy,5,4,20,1,1,0-20000
704500,Magic and Challenge RPG,1,Dexion Games,Dexion Games,windows,0,Casual;Indie;RPG;RPG;Indie;Casual,5,6,7,1,1,0-20000
704510,Mercury Fallen,1,Nitrous Butterfly,Nitrous Butterfly,windows;mac,0,Indie;Simulation;Strategy;Early Access;Early Access;Strategy;Simulation,0,51,9,0,0,0-20000
704640,Evolution of Ages: Settlements,1,TREON Games,TREON Games,windows,0,Indie;RPG;Simulation;Strategy;Strategy;Simulation;Indie,106,119,19,0,0,0-20000
704660,Maze Trials,1,JB,JB,windows,0,Adventure;Casual;Indie;Adventure;Indie;Casual,11,1,0,0,0,0-20000
704670,Inexplicable Geeks: Dawn of Just Us,1,Stegalosaurus Game Development,Stegalosaurus Game Development,windows;mac;linux,0,Adventure;Indie;Adventure;Indie;Superhero,29,2,0,0,0,0-20000
704680,AMPLITUDE: A Visual Novel,1,Ceylon Entertainment,Ceylon Entertainment,windows;mac;linux,18,Gore;Casual;Indie;Simulation;Strategy;Casual;Visual Novel;Indie,10,25,5,0,0,0-20000
704690,Elisa: Seduce the Innkeeper,1,Neoclassic Games,Neoclassic Games,windows;mac,0,Adventure;Casual;Indie;Sexual Content;Nudity;Adventure,9,96,38,0,0,20000-50000
704700,TRYON,1,Another Noname,Another Noname,windows,0,Casual;Indie;Indie;Casual;Puzzle,0,5,0,0,0,0-20000
704750,Uplands Motel,1,GuraShop,GuraShop,windows,0,Action;Adventure;Indie;Action;Adventure;Indie,0,1,2,0,0,0-20000
704760,Grimrush,1,Merge Heroes,Pohjoinen Pelinkehitys ry,windows,0,Action;Indie;Action;Indie;Shoot 'Em Up,17,9,3,0,0,0-20000
704830,Esports Life: Ep.1 - Dreams of Glory,1,U-Play Online,U-Play Online;Raiser Games,windows;mac,0,Indie;RPG;Simulation;Sports;Strategy;Early Access;Early Access;Simulation;RPG,35,93,75,0,0,0-20000
704840,The Walking Vegetables,1,Still Running,Merge Games;Tagstar Games,windows;mac,0,Action;Indie;Action;Indie;Twin Stick Shooter,22,115,7,0,0,0-20000
704850,Thief Simulator,1,Noble Muffins,PlayWay S.A.,windows,0,Action;Adventure;Indie;Simulation;Simulation;Stealth;Crime,24,1854,528,133,147,100000-200000
704860,Keepsake,1,Wicked Studios,Wicked Studios,windows;mac,0,Adventure;Casual;Indie;Adventure;Indie;Casual,14,59,6,0,0,0-20000
704880,Trident's Wake,1,Bacus Studios,Graffiti Games,windows,0,Action;Early Access;Early Access;Action;Top-Down Shooter,26,20,13,0,0,0-20000
704910,Tenta Shooter / The 触シュー,1,Rakugaki Games,Henteko Doujin,windows,0,Sexual Content;Nudity;Violent;Action;Casual;Sexual Content;Nudity;Casual,0,67,2,0,0,0-20000
704940,BOX IT,1,Phoenix Coalition,Phoenix Coalition,windows,0,Casual;Indie;Indie;Casual;Puzzle,4,0,4,0,0,0-20000
704950,Scarlett's Dungeon,1,Johnny Ginard,Johnny Ginard,windows,0,Action;Adventure;Indie;RPG;Adventure;RPG;Action,0,29,11,0,0,0-20000
704990,OSES,1,Hifire Game Studio,Hifire Game Studio,windows,0,Action;Indie;Strategy;Action;Strategy;Indie,12,4,1,0,0,0-20000
705020,Bottom of the 9th,1,Handelabra Games Inc.,Handelabra Games Inc.,windows;mac;linux,0,Indie;Sports;Strategy;Strategy;Sports;Indie,17,11,2,0,0,0-20000
705050,Apocalypse (Showcase),1,Harley Game Studios,Harley GW Dolton,windows;mac;linux,0,Action;Action;Violent;Survival,19,7,10,0,0,0-20000
705060,Infernales,1,VGstudio,VGstudio,windows,0,Violent;Gore;Action;Adventure;Indie;Action;Gore;Adventure,0,18,29,0,0,0-20000
705070,FEMINAZI: 3000,1,Paradox Terminal,Back To Basics Gaming,windows,0,Casual;Indie;Racing;Indie;Casual;Racing,12,26,33,1,1,0-20000
705090,Trivia Vault: Super Heroes Trivia 2,1,Ripknot Systems,Ripknot Systems,windows,0,Action;Casual;Indie;Simulation;Strategy;Simulation;Strategy;Action,5000,21,13,0,0,0-20000
705100,Marshmallow Melee,1,TriHelix LLC,TriHelix LLC,windows,0,Action;Adventure;Indie;RPG;Strategy;Early Access;Early Access;Strategy;Adventure,0,63,12,0,0,0-20000
705120,Death Coming,1,NEXT Studios,NEXT Studios,windows,16,Adventure;Casual;Indie;Strategy;Pixel Graphics;Casual;Strategy,18,1966,187,127,149,100000-200000
705150,Rhythm World - Master Project,1,Extra Dimension,Extra Dimension,windows,0,Casual;Indie;Simulation;Indie;Simulation;Casual,0,58,17,0,0,0-20000
705210,Cube Racer,1,Simon Blasen,Simon Blasen,windows;linux,0,Action;Casual;Indie;Racing;Action;Indie;Casual,19,9,2,0,0,0-20000
705220,Tactical Monsters Rumble Arena,1,Camex Games,Camex Games,windows;mac,0,Adventure;Free to Play;Indie;RPG;Strategy;Free to Play;Strategy;Multiplayer,0,3480,387,229,243,200000-500000
705230,InGame.exe,1,Blind Recluse,Blind Recluse,windows,0,Sexual Content;Action;Indie;Action;Indie;Sexual Content,0,1,5,0,0,0-20000
705240,Boom Box Blue!,1,VaragtP,VaragtP,windows,0,Action;Casual;Indie;Action;Indie;Casual,35,24,1,0,0,0-20000
705250,Cross Set Infinity,1,Cuveet Story,Cuveet Story,windows;mac;linux,0,Casual;Indie;Indie;Casual;Puzzle,28,13,3,0,0,0-20000
705260,Waste Cleaner,1,Logic Droid,Alexandr Versebeliuc,windows,0,Indie;Simulation;Indie;Simulation;Puzzle,9,9,9,0,0,0-20000
705280,Hakoniwa Explorer Plus,1,suxamethonium,AGM PLAYISM,windows,0,Action;Indie;RPG;Action;Indie;RPG,0,174,34,0,0,0-20000
705290,Strange Telephone,1,HZ3 Software,AGM PLAYISM,windows,0,Adventure;Casual;Indie;Indie;Adventure;Casual,8,112,24,0,0,0-20000
705300,Suicide Adventures,1,Idea Cabin,Idea Cabin,windows;mac;linux,0,Violent;Adventure;Casual;Indie;Adventure;Indie;Casual,0,12,16,0,0,0-20000
705370,The Cursed Tower,1,Mohsin Rizvi,Mohsin Rizvi,windows;mac;linux,0,Action;Adventure;Casual;Free to Play;Indie;Free to Play;Indie;Adventure,0,49,32,0,0,0-20000
705380,Galactic Shipwright,1,NanoidGames,NanoidGames,windows,0,Action;Indie;Simulation;Indie;Action;Simulation,8,20,2,0,0,0-20000
705390,Aya's Journey,1,Boogygames Studios,Boogygames Studios,windows,0,Adventure;Indie;Strategy;Early Access;Early Access;Indie;Adventure,0,6,7,0,0,0-20000
705400,Crankies Workshop: Bozzbot Assembly,1,Crankies Smartworks,VT Publishing,windows,0,Action;Casual;Indie;Simulation;Strategy;Simulation;Indie;Casual,5000,24,43,0,0,0-20000
705410,World War Party: Game Of Trump,1,bad monkee,bad monkee,windows;mac,0,Violent;Gore;Action;Indie;Sports;Strategy;Action;Violent;Strategy,0,20,11,0,0,0-20000
705420,Crankies Workshop: Grizzbot Assembly,1,Crankies Smartworks,VT Publishing,windows,0,Action;Casual;Indie;Simulation;Strategy;Strategy;Casual;Action,5000,28,39,0,0,0-20000
705430,Crankies Workshop: Lerpbot Assembly,1,Crankies Smartworks,VT Publishing,windows,0,Action;Casual;Indie;Simulation;Strategy;Strategy;Action;Indie,5000,18,17,0,0,0-20000
705440,Onager!,1,rusty games,rusty games,windows,0,Action;Casual;Indie;Simulation;Action;Indie;Casual,0,3,1,0,0,0-20000
705450,Wunderdoktor,1,Ghostbutter,Ghostbutter,windows;mac;linux,0,Action;Adventure;Indie;Indie;Adventure;Action,22,45,4,0,0,0-20000
705500,Tiny Bubbles,1,Pine Street Codeworks LLC,Pine Street Codeworks LLC,windows;mac;linux,0,Casual;Indie;Simulation;Strategy;Simulation;Puzzle;Physics,35,21,0,0,0,0-20000
705530,Wizard Hunter 2348,1,Foxwarrior Productions,Foxwarrior Productions,windows,0,Action;Indie;Action;Indie;Stealth,35,4,0,0,0,0-20000
705550,Burgle Bros.,1,Fowers Games,Fowers Games,windows,0,Adventure;Indie;Adventure;Indie;Board Game,0,6,2,0,0,0-20000
705610,Where They Cremate The Roadkill,1,The Gunseed Collab,The Gunseed Collab,windows,0,Nudity;Violent;Action;Indie;RPG;Action;Indie;Violent,0,36,12,0,0,0-20000
705620,HELLMUT: The Badass from Hell,1,Volcanicc,Grindstone,windows,0,Action;Indie;Indie;Action;Rogue-like,22,31,5,0,0,0-20000
705640,BACK TO THE EGG! Tower Defense,1,JaudaLabs,JaudaLabs,windows,0,Indie;Strategy;Strategy;Indie;Action,5,15,11,0,0,0-20000
705670,Ballz: Farm,1,UNIOCS,UNIOCS,windows,0,Action;Casual;Indie;Action;Casual;Indie,30,39,3,1,1,0-20000
705710,Sense of The Devil,1,Racing Bros,ANPA.US,windows;mac;linux,0,Violent;Gore;Action;Indie;Action;Gore;Indie,1011,29,59,0,0,20000-50000
705740,Car Demolition Clicker,1,Blue Sunset Games,Blue Sunset Games,windows,0,Action;Casual;Indie;Action;Indie;Casual,22,27,15,0,0,0-20000
705750,American Patriots: Boston Tea Party,1,Cult Software,Cult Software,windows;mac;linux,0,Strategy;Strategy;Turn-Based;War,2,34,5,0,0,0-20000
705780,Ancient Future,1,Binary Fusion,Binary Fusion,windows;mac,0,Action;Indie;Action;Indie;Pixel Graphics,15,6,1,0,0,0-20000
705800,Astroe,1,Superstruct,Superstruct,windows;linux,0,Action;Indie;Action;Indie,0,5,3,0,0,0-20000
705810,Wuxing Master(CCG),0,"Chengdu Touch Times Technology Co., Ltd","Chengdu Touch Times Technology Co., Ltd",windows,0,Free to Play;Indie;Massively Multiplayer;Strategy;Strategy;Free to Play;Massively Multiplayer,0,123,46,437,437,20000-50000
705840,Fake/SuperSonia,1,Fake GO,Fake GO,windows,0,Violent;Gore;Action;Casual;Indie;Indie;Action;Casual,0,15,18,0,0,0-20000
705860,SpaceWalker,1,TM xR Lab,TM xR Lab,windows,0,Casual;Early Access;Early Access;Casual;VR,0,9,3,0,0,0-20000
705870,Echo Grotto,1,Gaugepunk Games,Gaugepunk Games,windows,0,Adventure;Casual;Indie;Adventure;Indie;Casual,0,31,3,0,0,0-20000
705920,Empress of Gold,1,Tobop Productions,Tobop Productions,windows;linux,0,Indie;Early Access;Early Access;Indie;Violent,0,3,0,0,0,0-20000
705930,The Trace,0,shenzhen YuHui Technologyco.LTD,shenzhen YuHui Technologyco.LTD,windows,0,Adventure;Adventure;VR,0,1,1,0,0,0-20000
706010,The Unseen,1,Dynasty Interactive Ltd,Dynasty Interactive Ltd,windows,0,Action;Casual;Indie;RPG;Strategy;Early Access;Early Access;Action;Casual,0,1,2,0,0,0-20000
706020,Fade to Silence,1,Black Forest Games,THQ Nordic,windows,0,RPG;Early Access;Early Access;Survival;RPG,45,292,133,0,0,0-20000
706030,Parking Cop Simulator,1,Shoho Games,Shoho Games,windows,0,Casual;Indie;Simulation;Simulation;Casual;Indie,12,7,2,0,0,0-20000
706130,Far from Noise,1,George Batchelor,George Batchelor,windows;mac,0,Casual;Indie;Indie;Casual;Conversation,9,88,9,0,0,0-20000
706200,Celtabula,1,Skip32,Skip32,windows,0,Casual;Indie;Indie;Casual;Puzzle,0,5,2,0,0,0-20000
706210,Haul Asteroid,1,Real Maxwell,Real Maxwell LLC,windows;mac,0,Action;Casual;Indie;Indie;Casual;Action,10,0,1,0,0,0-20000
706240,Gravity Light,1,Ruskija game experience,Tero Lunkka,windows;mac,0,Action;Adventure;Casual;Indie;Action;Adventure;Indie,0,11,2,0,0,0-20000
706270,Space Zombies Invasion,1,Dreamlike Arts Games,Dreamlike Arts Games,windows,0,Action;Adventure;Casual;Indie;Action;Adventure;Indie,21,2,0,0,0,0-20000
706280,Devil in the Pines,1,Rebelware Games,Rebelware Games,windows,0,Indie;Indie;Horror;Survival Horror,3,17,3,0,0,0-20000
