owners,appid,price,release_date;name,publisher,required_age,categories,steamspy_tags;genres,achievements,median_playtime
0-20000,771710,4.79,2018-05-03;.T.E.S.T: Expected Behaviour — Sci-Fi 3D Puzzle Quest,Veslo Games,0,Single-player;Steam Achievements,Puzzle;Indie;Sci-fi;Action;Adventure;Indie;Simulation,42,0
0-20000,855980,1.69,2018-05-21;b7Xl_TD Ultimate (Restocked),WuFn_dev4ent,0,Single-player,Indie;Casual;Tower Defense;Casual;Indie,0,0
0-20000,855850,0.79,2018-05-17;Space Elite Force,Mora.S.,0,Single-player;Local Co-op;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Indie;Casual;Action;Casual;Indie,30,0
0-20000,601550,3.99,2017-03-02;Don't Look Back,cagbull,0,Single-player,Indie;VR;Indie,0,0
1000000-2000000,578310,0.0,2017-02-24;BRAIN / OUT,Desertkun,0,Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Includes level editor,Free to Play;Multiplayer;Shooter;Action;Free to Play;Indie;Massively Multiplayer,84,77
0-20000,629840,4.79,2017-09-22;Cakigo,Krealit,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;Adventure;Walking Simulator;Adventure;Indie,3,0
0-20000,761040,2.89,2018-01-11;Wolf Gang,N5l8n Blondd,0,Single-player;Steam Achievements;Partial Controller Support,Early Access;Strategy;Indie;Indie;RPG;Strategy;Early Access,6,9050
0-20000,325160,3.99,2014-10-14;Bik - A Space Adventure,Zotnip,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;Pixel Graphics;Adventure;Indie,15,5743
0.2000.,938940,10.29,10_2018_12;天风之光 ~ Touhou Fan of Destiny,Fury Games Production,0,Single-player,Indie;Female Protagonist;Exploration;Indie,0,0
0-20000,593700,3.99,2017-11-20;Tower Fortress,Nitrome Limited,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Indie;Action;Adventure;Action;Adventure;Indie,17,0
20000_0,563180,0.79,2016-12-01;Dispersio,Achpile,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Adventure;Indie;Platformer;Adventure;Indie,24,0
30p00-50000,400800,15.49,2016-04-07;MXGPZ - The Official Motocross Videogame,Milestone 5.r.l.,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Racing;Simulation;Sports;Racing;Simulation;Sports,41,4973
0-20000,589250,6.99,2017-02-08;PowersVR,Pseudocode Games,0,Single-player,Early Access;Action;Simulation;Action;Simulation;Early Access,4,0
0-20000,383690,5.99,2015-10-23;Mu Complax,xtudiosime,0,Single-player;Steam Achievements;Steam Trading Cards,Indie;Adventure;Hacking;Adventure;Indie,37,11
0-20000,926350,10.99,2018-12-22;ALIEN FIELD,"K4WB_Mindware Co.,Ltd.",0,Single-player;Multi-player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Leaderboards,Action;Indie;Action;Indie,30,0
200000-500000,498660,0.79,2016-07-08;Mind Spb4res,Microblast Games,0,Single-player;Steam Achievements;Steam Trading Cards,Indie;Casual;Sports;Casual;Indie;Sports,11,274
2.5.,466130,22.99,c7P5_2017-08-22;White Day: A Labyrinth Named School,PQube Limited;SONNORI Corp,0,Single-player;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Steam Cloud,Horror;Adventure;Action;Action;Adventure;Indie,42,0
0-20000,307190,13.99,2014-07-25;Nicole,Oih_Winter Wolves,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Visual Novel;Otome;Simulation;Adventure;Casual;Simulation,13,-3283
0-20000,601250,3.99,2019-04-05;Micronomicon: Heroes,SVP,0,Single-player,Adventure;Indie;RPG;Adventure;Indie;RPG,0,0
0-20000,668970,2.99,2017-09-07;Spac.Wav.,Grégory Joerger,0,Single-player,Adventure;Indie;Action;Action;Adventure;Indie,0,0
20000_0,502200,1.99,2016-11-17;Orczz,Camel 101,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available,Strategy;Tower Defense;Funny;Strategy,19,372
0-200O0,782630,0.0,2018-03-26;Twisted Sails,25% Games,0,Multi-player;Online Multi-Player,Free to Play;Action;Indie;Action;Casual;Free to Play;Indie,0,0
20000-50000,338190,3.99,2.0.30.;Just Get Through,Retrivic,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Indie;Casual;Action;Action;Adventure;Casual;Indie;Racing,38,0
0-20000,998790,15.49,2019_21_03;Piczle Lines DX+α,Score Studios LLC,0,Single-player;Steam Achievements;Full controller support,Casual;Indie;Puzzle;Casual;Indie,16,0
0-20p00,856160,6.99,2O18-07-07;STAR BARON – VR BEAST COMBAT GAME,Timecode DS Ltd.,0,Single-player,Early Access;Action;Violent;Violent;Action;Early Access,0,0
200000-500000,453980,1.69,2016-03-23;q_Airstrike HD,Xfex_Fifth Dimension Company,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Indie;Casual;Arcade;Casual;Indie,12,354
0-20000,669830,5.59,2017-08-07;Asteroids Millennium,Geo.Nag.,0,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Indie;Casual;Action;Casual;Indie,10,5419
200000-500000,449140,0.0,2016-05-06;1strolid,traeform,0,Single-player;Multi-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer,Free to Play;Strategy;Building;Free to Play;Indie;Strategy,0,31
0-30p00,812960,11.39,2019-03-22;Guilds Of Delenar,Batholith Entertainment,0,Single-player,Early Access;RPG;Indie;Indie;RPG;Strategy;Early Access,42,0
20000-50000,671620,6.99,2018-0Z-22;Beast Battle Simulator,DOG HOGGLER,0,Single-player,Simulation;Strategy;Action;Violent;Gore;Action;Indie;Simulation;Sports;Strategy,0,0
0-20000,801290,2.89,2018-03-26;Diabolic,Red twice potato,0,Single-player;Steam Achievements,Action;Indie;Adventure;Action;Adventure;Indie,12,0
0-20000,658390,1.99,20I7-07-10;Tunnel Runner VR,Mocove Studio,0,Single-player;Full controller support,Casual;Simulation;VR;Casual;Simulation,0,0
0-20000,685430,0.79,2017-08-02;Run Crabby Run - adventure,Crabby Team,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Partial Controller Support,Adventure;Indie;Casual;Adventure;Casual;Indie,0,-221
0-20000,857130,2.89,2018-06-03;Evoludion,D1ONE,0,Single-player,Casual;Casual,0,0
1000000-2000000,24010,34.99,2015-09-17;Train Simulator 2019,Dovetail Games - Trains,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;In-App Purchases;Steam Cloud;Steam Leaderboards,Simulation;Trains;Singleplayer;Simulation,1165,385
0-20000,853770,11.39,2018-09-19;Maximum Actyon,BalloonMooseGames,0,Single-player;Includes level editor,Early Access;Violent;Indie;Violent;Gore;Action;Indie;Early Access,0,371
0-20000,378770,10.99,2015-09-18;ESCHATO5,Defica,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Shoot 'Em Up;Great Soundtrack;Action,29,-7050
0-20000,508890,0.79,2016-08-16;Meteor Crush VR,XIERRA Games,0,Single-player;Steam Leaderboards,Action;Indie;VR;Action;Indie,0,0
Pl_20000-50000,876470,0.0,2018-07-10;Tentlan,Lionmoon VG,0,Single-player;Multi-player;Online Multi-Player;MMO;Cross-Platform Multiplayer;In-App Purchases,Free to Play;Strategy;City Builder;Free to Play;Strategy,0,0
100000-200000,505210,4.99,2016-07-26;Neon Space 2,Just1337 Publisher,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie;Casual;Action;Adventure;Casual;Indie;Strategy,17,374
0-20000,992790,0.0,2019-01-09;Switch & Ditch,Tempera Games,0,Multi-player;Local Multi-Player;Shared/Split Screen;Full controller support,Action;Casual;Local Multiplayer;Action;Casual,0,0
0-20000,714360,0.79,20I7-10-04;A Shawn Story,MyGamePublisher,0,Single-player;Commentary available,Adventure;Indie;Casual;Adventure;Casual;Indie,0,0
0-20000,584880,0.0,2017-04-20;Pixe.S.,Ko.,0,Single-player;Multi-player;Online Multi-Player;Partial Controller Support;Includes level editor,Casual;Adventure;Simulation;Adventure;Casual;Simulation,0,0
20000-50000,694500,4.69,2017-12-20;Army Men RTS,2K.,0,Single-player,Strategy;Action;RTS;Action;Strategy,0,0
0-20O00,746110,5.19,201.04.09.;Technosphere - Collector's Edition,Adaptive Game,0,Single-player;Partial Controller Support,Indie;Action;Casual;Action;Adventure;Casual;Indie,0,-6599
50000-100000,36000,3.99,2009-08-04;Foreign Legion: Buckets of Blood,Sakari Indie,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Indie;Third Person;Action;Indie,23,160
0-20000,686740,10.99,2017-11-14;H.Dung.Hya.Cast.,Happinet,0,Single-player;Steam Achievements;Partial Controller Support,RPG;Action;Adventure;Action;Adventure;RPG,18,0
20000-50000,385150,1.59,2.07.17.;Stranded In Time,DQ Team,0,Single-player;Steam Trading Cards,Adventure;Indie;Casual;Adventure;Casual;Indie,0,0
0.20.,657230,3.99,2017-07-20;Spirit of the Ancient Forest,ySHb_Shaman Games Studio,0,Single-player,Casual;Hidden Object;Puzzle;Casual,0,0
0-20000,453830,0.79,2016-05-13;Innoquous 5,Che.I.L.,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Stats;Includes level editor,Action;Indie;Casual;Action;Casual;Indie,40,-32
0-20000,745900,15.49,2018-01-02;Tank of War-VR,梵天游戏,0,Single-player;Multi-player;Online Multi-Player;Partial Controller Support,Action;Massively Multiplayer;VR;Action;Massively Multiplayer;Strategy,0,0
500.100.,415840,3.99,2016-01-27;Mystic Saga,8Floor,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual;Hidden Object;Adventure;Casual,53,306
0-20000,832520,2.09,2018-07-30;G_灵文西游,Winturn Games,0,Single-player,Early Access;Strategy;Adventure;Adventure;Indie;Strategy;Early Access,0,0
100000-200000,202130,14.99,2013-02-14;Impire,Paradox Interactive,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Cloud,Strategy;Fantasy;Villain Protagonist;Strategy,48,-2952
0-20000,898830,5.79,2018-08-17;In Your Realm,Christyan Boman,0,Single-player,Action;Indie;RPG;Action;Indie;RPG,0,0
20000-50000,773650,5.19,2018-01-03;The first thrust of God,Apillo,0,Single-player;Steam Achievements;Steam Cloud,Strategy;Adventure;Indie;Adventure;Casual;Indie;Simulation;Strategy,4,0
2000.50.,677340,19.49,0oz_2018-10-24;f_The Colonists,M.7.,0,Single-player;Steam Trading Cards;Steam Cloud,Strategy;Indie;City Builder;Indie;Strategy,0,142
0.200.,909570,15.49,2019-01-10;Spuds Unaarthed,Gamedu.Sp.Z.O.,0,Single-player;Cross-Platform Multiplayer,Early Access;Action;Strategy;Action;Indie;Strategy;Early Access,0,-2560
100000-200000,377330,0.0,08_31_2015;Close Your Eyes [Old Version],niv_Yai Gameworks,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Free to Play;Horror;Indie;Sexual Content;Violent;Gore;Adventure;Free to Play;Indie,8,17
0-20000,489730,2.79,2016-06-17;The_Run_Gamut,Playdev Gaming,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Indie;Action;Adventure;Action;Adventure;Indie,19,0
20000-50000,455940,0.79,2016-04-06;Odd||Even,irritatingFLY studio,0,Single-player;Steam Trading Cards;Steam Cloud,Strategy;Casual;Indie;Casual;Indie;Strategy,0,8105
0-20000,857680,11.39,2018-06-13;C.V.,Exper.7.,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer,Strategy;Simulation;Board Game;Simulation;Strategy,0,-1827
0-w0090,565140,6.99,2016-12-14;Chimeras: Tune of Revenge Collector's Edition,Big Fish Games,0,Single-player,Adventure;Casual;Hidden Object;Adventure;Casual,0,0
50000-100000,591370,19.49,2019-03-07;Production Line : Car factory simulation,Positech Games,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Management;Simulation;Strategy;Indie;Simulation;Strategy,32,0
2000000-5000000,33930,11.99,2010-06-29;Arma 2: Operation Arrowhead,Bohemia Interactive,18,Single-player;Multi-player;Co-op;Captions available;Partial Controller Support;Includes level editor,Simulation;Action;Military;Action;Simulation;Strategy,0,1120
0-20000,865850,1.69,2018-07-12;Dehumanized,Sa.,0,Single-player;Partial Controller Support;Steam Cloud,Early Access;Action;Indie;Action;Adventure;Indie;RPG;Early Access,0,0
200000-500000,259020,0.0,2013-09-18;Prophet_Dragon's,y_Infernum Productions AG,0,MMO,Free to Play;Dragons;Massively Multiplayer;Action;Free to Play;Massively Multiplayer;RPG,0,183
0-20000,987850,7.19,2018-12-13;2084,Feardemic,0,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Early Access;Indie;Action;Action;Indie;Early Access,20,0
0.2.,522280,0.0,2016-10-25;How To Make Your Granfpa Happy,Team Cat 'n Mice,0,Single-player,Adventure;Indie;Adventure;Indie,0,0
0-20O00,1062120,0.79,2019-04-18;Peas Adventure,Artur Rezende,0,Single-player;Full controller support,Casual;Indie;Casual;Indie,0,0
0-20000,587010,6.99,2017-02-04;EZRA: The Stranger,Games_Foremost,0,Single-player;Partial Controller Support,Adventure;Indie;Casual;Adventure;Casual;Indie,0,0
0-20000,531910,0.79,2016-10-14;Bad Sector HDD,Dan Ruscoe,0,Single-player;Steam Achievements;Steam Trading Cards,Indie;Casual;Casual;Indie,5,6110
0-20000,744040,5.79,QN7N_2017-11-29;Street Heat,PQube Limited,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Early Access;Racing;Indie;Indie;Racing;Early Access,12,0
200000-500000,13600,8.59,08_27_2009;Prince of Persia®: The Sands of Time,Upisoft,0,Single-player,Action;Adventure;Parkour;Action;Adventure,0,167
0.20.,440790,1.99,201.03.04.;Spellbind : Luppe's tale,Spider Key Games,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie;Casual;Adventure;Casual;Indie,12,0
20000-50000,551730,49.99,2017-03-21;Touciden 2,"KOEI TECMO GAMES CO., LTD.",0,Single-player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Open World;Hunting;Action,50,3315
1000000-2000000,233270,12.49,vW_2013-05-01;Far Cry 3 - 8lood Dragon,Ubisoft,0,Single-player;Steam Trading Cards;Partial Controller Support,FPS;1980s;Comedy;Action;Adventure,0,201
20000-50000,497260,2.09,2O16-07-21;Fabulous Food Truck,3nsenaSodt,0,Single-player;Steam Trading Cards,Casual;Simulation;Casual;Simulation,0,202
O-20000,1049420,0.0,2019-04-15;Hotel Tutwin,Roxiano Creations,0,Single-player,Free to Play;Indie;Casual;Casual;Free to Play;Indie;RPG;Simulation,0,0
50000-100000,460850,0.0,2016-10-13;Allumette,Penrose Studios,0,Single-player;Partial Controller Support,Indie;Casual;VR;Casual;Indie,0,0
2000.50.,801630,30.99,2018-08-20;UNDER NIGHT IN-BIRTH Exe:Late[st],Arc System Works,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;2D Fighter;Fighting;Action,44,-61
2000000-5000000,212680,6.99,q012-09-14;FTL: Faster Than Light,Subset Games,0,Single-player;Steam Trading Cards,Rogue-like;Space;Indie;Indie;Simulation;Strategy,0,633
0-20000,846340,0.0,2018-09-14;Obliteracy,Magic Chopstick Games,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;In-App Purchases,Free to Play;Strategy;Indie;Casual;Free to Play;Indie;Strategy,40,0
0-20000,783090,6.99,2018-02-O6;Neon,Galactig;Rondo Media Cyf,0,Single-player;Partial Controller Support,Action;Indie;Casual;Action;Casual;Indie,0,3347
200000-500000,397950,10.99,2016-09-27;Clustertruck,tinyBuild,0,Single-player;Steam Achievements;Full controller support;Steam Workshop;Stats;Steam Leaderboards;Includes level editor,Parkour;Action;First-Person;Action;Indie,19,303
0.200.,819880,2.09,2018-03-23;SShielt Reborn,AmanotesJSC,0,Single-player,Early Access;Action;Casual;Action;Casual;Early Access,0,0
0-20000,512420,4.79,2016-12-29;Wave Magic VR,Overrun Games,0,Single-player;Steam Trading Cards,Early Access;Action;Indie;Action;Indie;RPG;Early Access,0,0
0-20000,654670,0.79,2017-07-05;RPS Runner,Thugnificent,0,Single-player;Steam Achievements,Indie;Casual;Difficult;Casual;Indie,15,0
0-20000,698100,6.99,2017-08-24;Protagon VR,Digital Eel,0,Single-player,Indie;Casual;VR;Casual;Indie,0,0
100000-200000,364050,2.79,2017-06-09;Face It - A game to fight inner demons,Gam.,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;Action;Adventure;Action;Adventure;Indie,16,468
0-20000,765610,0.79,2017-1Z-29;Hex-Up,LuteGames,0,Single-player,Casual;Indie;Puzzle;Casual;Indie,0,0
0-200O0,1055770,1.69,2019-04-11;Metal Country,Willpowaproject,0,Single-player,Action;Indie;Adventure;Action;Adventure;Indie,0,-10090
0.200.,403880,6.99,2015-12-10;MotoGP™15 Compact,Milestone S.r.l.,0,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud,Racing;Simulation;Sports;Racing;Simulation;Sports,10,126
0-20000,932800,0.0,2019-01-30;Letzte Worte VR,Letzte Worte,0,Single-player;Steam Achievements,Adventure;Indie;Sexual Content;Adventure;Indie,17,0
20000-50000,862010,0.79,2018-05-25;Weird Dungeon Explorer: Defender,Hx_Nekyau,0,Single-player,Action;Indie;Casual;Action;Casual;Indie,0,-229
0-2000O,659320,4.79,2017-07-06;Rvf_Pixel Pursuit,Omnichron Studios,0,Single-player;Partial Controller Support,Indie;Platformer;Pixel Graphics;Indie,0,159
0-20000,455990,1.99,2016-06-20;Smasm Pixel Racing,Jollyfish Games,0,Local Multi-Player;Local Co-op;Shared/Split Screen;Full controller support,Early Access;Racing;Action;Action;Indie;Racing;Early Access,0,0
0-20000,355120,1.99,201S-08-10;O_Pirates Deck,Smlt Oarmar,0,Single-player;Steam Cloud,Indie;Strategy;Casual;Casual;Indie;Strategy,0,0
0-20000,647950,6.99,2017-09-05;R_Kitty Nigiri,Studios_Greater,0,Single-player,Early Access;Adventure;Indie;Adventure;Indie;Early Access,0,-2408
20p0p-50000,627530,0.0,2017-05-03;5trata inStudio VR,"Strata Mixed Reality, Inc.",0,Single-player;Steam Trading Cards,Design & Illustration;Animation & Modeling;Casual;Casual;Animation & Modeling;Design & Illustration,3,0
0-20000,445430,22.99,2017-01-26;Seinarukans -The Spirit pf Eternity Sword 2-,JAST USA,0,Single-player;Steam Trading Cards;Steam Cloud,RPG;Strategy;Visual Novel;RPG;Strategy,0,0
20000-50000,538810,5.79,2017-03-23;T.Mec.Si.2.,Si7 Studio,0,Single-player,Simulation;Trains;Singleplayer;Simulation,0,0
0-20000,815630,11.39,2018-09-19;Majula Frontier,LLC_Universe_EF_Games,0,Single-player;Steam Achievements,Indie;Strategy;RPG;Indie;RPG;Strategy,26,0
20000-50000,433790,1.69,2016-01-11;Wooden Floor 2 - Resurrection,pheenix93,0,Single-player;Steam Trading Cards;Partial Controller Support,Adventure;Indie;Mystery;Adventure;Indie,0,-3457
0-20000,674800,1.99,2017-07-28;Tailwind,ClickGames,0,Single-player;Steam Achievements,Adventure;Indie;Casual;Adventure;Casual;Indie,9,0
0-20000,754040,2.89,20I7-11-28;Piggy Poggy Pog,TSS Studio,0,Single-player;Steam Trading Cards,Indie;Casual;Adventure;Adventure;Casual;Indie;Simulation,0,0
0-20000,395100,4.99,2016-05-20;Systematic Immunity,Felix Wunderlich,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Action;Indie;Adventure;Action;Adventure;Indie,21,0
100000-200000,927250,7.19,2018-12-17;Bladed Fury,NEXT Studios,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Female Protagonist;Indie;Action;Adventure;Casual;Indie;RPG,24,0
100000-200000,817510,3.99,2018-O3-28;Golfing Over It with Alva Majo,Majorariath0,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Action;Indie;Difficult;Action;Indie,12,0
0-20000,527110,3.99,2017-04-10;The Melody of Dust,Viacom NEXT,0,Single-player,Adventure;Indie;VR;Adventure;Indie,0,0
0-20000,861290,11.39,Z018-09-14;Shooter Game,Anazz,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op,Indie;FPS;Shooter;Indie,0,0
0.2000.,713380,0.0,2017-10-06;Mr. Barrel,Fürst,0,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Early Access;Action;Adventure;Action;Adventure;Casual;Indie;Early Access,25,0
200.500.,679400,0.0,2017-10-18;Relik,Iron 27,0,Single-player;Multi-player;Online Multi-Player;Steam Trading Cards;In-App Purchases,Early Access;Free to Play;Indie;Free to Play;Indie;Strategy;Early Access,0,0
20000_0,485790,4.79,2016-11-15;JOLT: Super Robot Racer,Cooply Solutions,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Early Access;Action;Racing;Action;Racing;Early Access,21,-1880
20000_0,688880,0.79,2017-08-25;Cinoclept: The Game,Icy.,0,Single-player;Steam Achievements,Early Access;Gore;Action;Violent;Gore;Action;Adventure;Early Access,8,-2636
50000-100000,207020,7.99,2012-06-08;Bang Bang Gacing,HandyGames,0,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Racing;Arcade;Local Multiplayer;Racing,12,0
0-20000,37500,1.49,2009-11-05;Magnetis,Yullaby,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Leaderboards,Indie;Casual;Puzzle;Indie;Casual,40,49
0-20000,389840,6.99,2015-07-30;Deserter Simulator,Zoo Corporation,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Indie;Simulation;Action;Indie;Racing;Simulation,30,0
2000O-50000,470780,8.99,2017-0q-17;She Remembered Caterpillars,Ysbryd Games;WhisperGames,0,Single-player;Steam Achievements;Steam Trading Cards,Indie;Puzzle;Hand-drawn;Indie,13,63
0-2O000,396730,0.79,2015-08-25;gShift,"NEXUS Studios, Inc.",0,Single-player;Stats,Adventure;Indie;Casual;Adventure;Casual;Indie,0,0
20000-50000,462990,14.99,20I6-07-01;Tomoyo After ~It's a Wonderful Life~ English Edition,Vi.,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Visual Novel;Anime;RPG;Adventure;Casual;RPG;Strategy,27,-5728
20000-50000,311190,3.99,2014-07-14;D_Super Panda Adventures,Paul Schneider,0,Single-player;Steam Trading Cards;Partial Controller Support;Steam Cloud,Indie;Platformer;Metroidvania;Action;Adventure;Indie,0,135
0-20000,1017580,1.69,Z019-03-22;The Explorer of Night,Alexandr Bondarenko,0,Single-player;Steam Achievements;Full controller support,Indie;Adventure;Platformer;Adventure;Indie,17,6384
0-20000,838440,6.99,2018-05-17;The Great Race,Aj_Triumph LLC,0,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Partial Controller Support,Racing;Action;Indie;Action;Adventure;Indie;Racing;Simulation,35,0
500000-1000000,414340,24.99,2017-o8-o7;Hellblade: Senua's Sacrifice,Ninga Theory,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Atmospheric;Psychological;Story Rich;Action;Adventure;Indie,14,477
200000-50O000,215470,5.59,2012-10-29;Nd_Primal Carnage,Reve.Tr.XP;.5.,0,Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Valve Anti-Cheat enabled,Dinosaurs;Multiplayer;Action;Action;Indie,69,-7032
100000-200000,313480,3.99,2014-09-16;Blitzkrieg Anthology,Nival,0,Single-player,Strategy;World War II;RTS;Strategy,0,25
0-20000,843720,9.29,2018-08-16;Dissimilated Land,Ggame Studio,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Cloud;Stats,Early Access;Action;Adventure;Action;Adventure;RPG;Early Access,57,-3167
0-20000,650860,2.09,20w7-11-16;Wrath of Loki VR Adventure,The House of Fables,0,Single-player;Steam Achievements;Full controller support;Stats;Steam Leaderboards,Indie;Casual;Adventure;Adventure;Casual;Indie,10,0
0.200.,565540,5.99,V6_2016-12-19;fPpb_The Turkey of Christmas Past,Dinan Studios,0,Single-player,Action;Indie;Hack and Slash;Action;Indie,0,0
0.20.,809200,6.19,2018-04-27;TR1GGERED,D.Ee.Develo.,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Early Access;Action;Indie;Violent;Gore;Action;Indie;Early Access,24,0
0.20.,346670,1.69,2O15-03-25;Sky Battles,Magnetic Studio,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action;Indie;Strategy;Action;Indie;Strategy,10,0
B3v_0-20000,935920,0.0,2018-10-19;Fallstreak,Centicerise Productions,0,Single-player,Free to Play;Visual Novel;Indie;Adventure;Casual;Free to Play;Indie,0,-1139
0-20000,312440,14.99,2015-07-16;Legions of Steel,Slitherine Ltd.,0,Single-player;Multi-player;Steam Achievements,Strategy;Turn-Based;Sci-fi;Strategy,21,0
20000-50000,426040,1.59,2015-12-18;Goodnugh5 Butcheg,Studios_Perfect_Square,0,Single-player;Steam Trading Cards,Indie;Horror;Indie,0,226
0-20000,927930,2.09,2018-12-14;CRAKEN,StEaMPuJk GxMdS,0,Multi-player;Online Multi-Player;Co-op;Online Co-op,Action;Indie;Adventure;Action;Adventure;Casual;Indie,0,1366
100000-200000,259740,6.99,2.0.05.;Nightmares from the Deep: The Cursed Heart,Artifex Mundi,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Hidden Object;Casual;Adventure;Casual,15,61
0-20000,506150,6.99,2017-05-31;Dragon Bros,Space Lizard Studio LTD,0,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats,Action;Indie;Casual;Action;Casual;Indie,11,0
50000-100000,273070,14.99,2014-04-18;Th.Las.Feder.,"Arcen Games, LLC",0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Strategy;Space;Simulation;Indie;Simulation;Strategy,79,0
O-20000,884500,1.69,K1xX_2018-07-04;Bitcoin Mining Tycoon,Fury Games Production,0,Single-player;Steam Achievements,Strategy;Indie;Simulation;Adventure;Casual;Indie;Simulation;Strategy,5,-6176
0-20000,528460,0.0,2018-10-15;Rogalia,TatriX,0,Multi-player;Online Multi-Player;MMO;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases,Massively Multiplayer;RPG;Indie;Adventure;Indie;Massively Multiplayer;RPG,35,0
20000_0,622200,7.19,2017-04-12;Cursery: The Crooked Man and the Crooked Cat Collactor's Edition,Big Fish Games,0,Single-player,Casual;Adventure;Hidden Object;Adventure;Casual,0,0
0-20000,879470,0.79,2018-08-23;Idle Hunter,SaFiKiK,0,Single-player;Steam Achievements,Indie;Casual;Strategy;Casual;Indie;RPG;Simulation;Strategy,60,0
O-20000,639220,6.19,2017-05-30;Throttle Powah VR,Diego F Beltran,0,Multi-player;Online Multi-Player,Early Access;Action;Racing;Action;Indie;Racing;Sports;Early Access,0,0
