appid,name,release_date,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,owners,price
1035640,I Support Breast Cancer Research,2019-03-15,SUPPORT,windows,0,Single-player;Steam Achievements;Partial Controller Support,Casual,Casual;Relaxing;Top-Down Shooter,10,1,0,0,0-20000,7.19
395930,Farm Frenzy: Heave Ho,2015-08-26,Buka Entertainment,windows;mac,0,Single-player;Steam Trading Cards,Casual;Indie;Simulation;Strategy,Casual;Simulation;Strategy,0,45,3,0,0-20000,3.99
980690,Heavy Memories,2018-11-30,Xitilon,windows,0,Single-player;Steam Achievements;Full controller support,Action;Indie,Action;Indie;Retro,22,12,3,0,0-20000,3.99
447820,Day of Infamy,2017-03-23,New World Interactive,windows;mac;linux,0,Online Multi-Player;Online Co-op;Steam Achievements;Steam Workshop;Partial Controller Support;Steam Cloud;Stats;Includes level editor;Includes Source SDK,Action;Indie;Strategy,World War II;FPS;Multiplayer,97,14349,3169,3902,500000-1000000,11.39
295730,Sweezy Gunner,2014-05-06,Windybeard,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Indie,Action;Indie;Bullet Hell,40,184,37,183,20000-50000,2.79
1050760,Shadow Run,2019-04-04,Dexion Games,windows,0,Single-player,Action;Casual;Indie,Action;Indie;Casual,0,0,1,0,0-20000,0.79
503580,Duck Season,2017-09-14,Stress Level Zero,windows,0,Single-player;Steam Achievements;Steam Trading Cards;SteamVR Collectibles,Action;Adventure;Casual;Indie,Action;Horror;VR,23,456,75,49,20000-50000,14.99
976390,9-nine-:Episode 1,2019-01-31,Sekai Project,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Simulation,Sexual Content;Nudity;Casual,4,139,12,0,0-20000,15.49
215690,Zeno Clash 2,2013-04-30,SEGA,windows,0,Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Surreal,19,764,256,156,200000-500000,10.99
765630,The Dead Cloud Forest,2017-12-26,Carlos,windows,0,Single-player,Gore;Adventure;Indie;Racing,Indie;Adventure;Gore,0,1,2,0,0-20000,0.79
693300,Unbalance,2017-09-20,Tvee Games,windows;mac;linux,0,Single-player,Casual;Indie,Indie;Casual;Puzzle,0,2,2,0,0-20000,0.79
249050,Dungeon of the Endless™,2014-10-27,SEGA,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Indie;RPG;Strategy,Rogue-like;Strategy;Tower Defense,33,7423,1046,648,500000-1000000,8.99
577000,Witchcraft,2018-05-28,Silky Smooth Studio,windows,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Full controller support,Action;Indie;RPG;Strategy,Action;Strategy;Indie,0,6,0,0,0-20000,3.99
49800,Flight of the Icarus,2010-05-12,Muse Games,windows;mac,0,Single-player,Action;Indie,Indie;Action;Steampunk,0,95,148,22,50000-100000,3.99
970680,Snowballed: Crazy Downhill,2018-12-28,Gamenesis,windows;mac,0,Single-player,Adventure;Indie,Adventure;Indie;Action,9,0,2,0,0-20000,4.79
826810,Floor By Floor,2018-03-17,AA Games,windows,0,Single-player,Action,Action,0,3,0,0,0-20000,0.0
358320,Realms of Chaos,2014-05-05,3D Realms (Apogee Software),windows;mac,0,Single-player;Partial Controller Support,Action;Adventure,Action;Adventure;Platformer,0,19,6,0,20000-50000,3.99
585610,GameMaker Studio 2 UWP,2017-03-08,YoYo Games Ltd.,windows;mac,0,In-App Purchases,Animation & Modeling;Design & Illustration;Education;Software Training;Utilities;Web Publishing;Game Development,Game Development;Design & Illustration;Utilities,0,1,0,0,0-20000,303.99
648550,Choice,2017-11-15,Concepts,windows,0,Single-player;Steam Achievements,Action;Adventure;Indie,Action;Adventure;Indie,34,14,4,0,0-20000,2.09
523440,zTime (Danger Noodles!),2016-10-24,Hazardous Software,windows,0,Single-player;Full controller support,Action;Adventure;Casual;Indie;Early Access,Early Access;Adventure;Indie,0,5,0,0,0-20000,3.99
886610,The Mystery of Happyville,2018-07-19,Studio HK,windows,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Partial Controller Support,Violent;Gore;Action;Adventure;Casual;Indie,Action;Adventure;Indie,0,0,1,0,0-20000,3.99
796400,I Misteri di Maggia,2018-03-05,Stelex Software,windows,0,Single-player;Steam Cloud,Adventure;Indie,Adventure;Indie;Point & Click,0,4,0,0,0-20000,0.0
964920,Space Tycoon | 星际大亨,2019-01-04,Space Driver,windows,0,Single-player,Adventure;Casual;Indie;Simulation;Strategy,Indie;Casual;Simulation,0,7,8,0,0-20000,13.49
839300,Legendary Eleven: Epic Football,2019-03-01,Eclipse Gamse,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Partial Controller Support,Indie;Sports,Sports;Indie;Arcade,25,43,12,0,0-20000,11.99
869280,RapStar Tycoon,2018-06-21,MadOptimist Games,windows,0,Single-player;Steam Achievements,Casual;Indie;Simulation;Strategy,Simulation;Strategy;Indie,12,2,9,0,0-20000,2.09
757590,Life Game,2018-11-23,Old Town Entertainment,windows,0,Single-player,Indie;Simulation;Early Access,Early Access;Simulation;Indie,0,9,4,0,0-20000,3.99
938600,Drift Stunt Racing 2019,2018-09-26,JDRumble,windows,0,Single-player;Steam Achievements;Partial Controller Support,Indie;Racing;Simulation;Sports,Indie;Simulation;Racing,10,1,3,0,0-20000,3.99
445220,Avorion,2017-01-23,Boxelware,windows;linux,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Workshop;Stats,Action;Indie;Simulation;Early Access,Early Access;Space;Sandbox,55,3190,398,3584,100000-200000,13.59
340120,Moorhuhn (Crazy Chicken),2015-02-05,Retroism;Doyodo,windows,0,Single-player;Steam Cloud;Stats,Action;Casual,Action;Casual;Classic,0,209,29,0,50000-100000,1.59
757210,EMERGENCY 4 Deluxe,2018-04-24,Sixteen Tons Entertainment,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Includes level editor,Simulation;Strategy,Simulation;Strategy;Mod,0,46,31,0,0-20000,13.99
450670,Table Top Racing: World Tour,2016-05-25,Playrise Digital Ltd.,windows,0,Single-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Cloud;Stats,Action;Indie;Racing,Racing;Indie;Action,36,349,115,0,50000-100000,7.19
435150,Divinity: Original Sin 2 - Definitive Edition,2017-09-14,Larian Studios,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud;Includes level editor,Adventure;RPG;Strategy,RPG;Turn-Based;Story Rich,97,44145,2464,2938,2000000-5000000,29.99
468820,Titans of Space PLUS,2016-05-23,DrashVR LLC,windows,0,Single-player,Adventure;Casual;Simulation;Early Access,Early Access;Simulation;Adventure,0,133,9,0,0-20000,5.59
489050,Whitetail Challenge,2016-06-20,PSR Outdoors,windows,0,Single-player;Steam Achievements,Action;Adventure;Indie;Simulation,Action;Adventure;Indie,18,3,8,0,0-20000,2.79
703760,Chopper: Attack helicopters,2017-09-15,gtscom,windows;linux,0,Single-player;Steam Achievements;Partial Controller Support;Stats,Action;Casual;Indie;Simulation,Simulation;Action;Indie,16,10,8,0,0-20000,0.0
459100,Epsilon corp.,2016-04-01,Jack Twin,windows,0,Single-player;Steam Trading Cards,Action;Adventure;Indie,Action;Adventure;Indie,0,95,49,229,50000-100000,3.19
784950,CONFLICT OF NATIONS: WORLD WAR 3,2018-03-15,Dorado Games,windows;mac,0,Online Multi-Player;MMO;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases,Free to Play;Indie;Massively Multiplayer;Strategy,Free to Play;Strategy;Massively Multiplayer,133,142,148,11,100000-200000,0.0
715440,Choice of the Cat,2017-09-28,Choice of Games,windows;mac;linux,0,Single-player;Steam Achievements;Captions available;Steam Cloud,Adventure;Indie;RPG,Adventure;Indie;RPG,28,12,2,0,0-20000,5.19
398170,Evochron Legacy,2016-01-18,StarWraith 3D Games LLC,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Simulation,Simulation;Indie;Space,8,220,50,0,0-20000,18.99
612540,Sudden Strike 3,2017-05-22,Kalypso Media Digital,windows,0,Single-player;Steam Cloud;Includes level editor,Strategy,Strategy;World War II;RTS,0,41,23,0,20000-50000,4.79
462620,Pocket Kingdom,2016-12-08,Plug In Digital;WhisperGames,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Indie;Puzzle,16,94,4,0,0-20000,4.99
375180,Lunch Truck Tycoon,2015-05-28,"Diggidy.net, LLC",windows;mac;linux,0,Single-player,Indie;Simulation,Indie;Simulation;Management,0,165,91,0,20000-50000,0.79
907560,Terrawurm,2019-04-03,Prospect Games,windows,0,Single-player;Steam Achievements;Full controller support,Action;Casual;Indie,Indie;Action;Casual,12,6,0,0,0-20000,5.99
672050,Super Mr. Kake,2017-09-12,Back To Basics Gaming,windows,0,Single-player,Action;Indie,Action;Indie,0,5,8,0,0-20000,3.99
649660,LIBERTY VR,2017-07-03,JUMP OR FALL,windows,0,Single-player,Violent;Gore;Action;Adventure;Indie;Early Access,Early Access;Action;Adventure,0,5,5,0,0-20000,5.59
761290,Sink or Skim,2018-01-12,Seth Johnson,windows,0,Single-player;Partial Controller Support,Adventure;Casual;Indie,Adventure;Indie;Casual,0,4,0,0,0-20000,3.99
692790,春风 | Spring Breeze,2018-01-19,HongbinGame,windows,0,Single-player,Adventure;Indie,Indie;Adventure;Visual Novel,0,27,16,0,0-20000,0.79
815170,Zombie World,2018-06-01,M.R.Studio,windows,0,Single-player;Multi-player;Online Multi-Player,Action;Adventure;Indie;RPG,Indie;Action;Adventure,21,0,4,0,0-20000,11.39
427730,Who's Your Daddy,2016-05-13,Evil Tortilla Games,windows;mac;linux,0,Multi-player;Cross-Platform Multiplayer;Partial Controller Support,Action;Casual;Indie,Funny;Multiplayer;First-Person,0,9751,3747,103,1000000-2000000,3.99
915720,Session Seven,2019-03-01,Session Seven Team,windows;linux,0,Single-player,Adventure;Free to Play;Indie,Indie;Free to Play;Adventure,0,55,5,0,0-20000,0.0
1051830,House of Evil 2,2019-04-02,indie_games_studio,windows,0,Single-player,Adventure;Indie,Indie;Adventure;Horror,0,5,9,0,0-20000,10.29
460140,Midnight at the Celestial Palace: Chapter I,2017-02-24,Orrery Games,windows,0,Single-player;Captions available,Adventure;Indie,Adventure;Indie;Point & Click,0,20,0,0,0-20000,3.99
843580,DotLine,2018-09-21,The Selenite Forge,windows;mac;linux,0,Single-player;Steam Achievements;Steam Cloud,Action;Indie;Strategy,Action;Indie;Strategy,42,2,0,0,0-20000,2.69
23380,Gyromancer,2009-11-18,Square Enix,windows,0,Single-player,RPG,RPG;Puzzle;Match 3,0,124,113,73,100000-200000,3.99
403180,Draw a Stickman: EPIC 2,2015-11-06,Hitcents,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Adventure;Casual;Indie,20,233,55,0,20000-50000,3.99
577940,Killer Instinct,2017-09-27,Microsoft Studios,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;In-App Purchases;Steam Cloud,Action,Fighting;Action;Multiplayer,464,1301,175,203,50000-100000,29.99
417350,Monkey King Saga,2015-11-30,T-Rex Games,windows,0,Single-player,Action;Adventure;Indie;RPG;Strategy,Indie;Strategy;Action,82,1,9,0,0-20000,3.99
332070,School of Dragons,2014-12-04,"JumpStart Games, Inc.",windows;mac,0,MMO;Steam Achievements;In-App Purchases,Adventure;Free to Play;Massively Multiplayer;RPG,Free to Play;Dragons;Adventure,110,1851,1778,272,1000000-2000000,0.0
709560,Until the last,2017-09-11,Viron Shake,windows,0,Single-player;Steam Achievements,Indie,Indie;Horror,4,11,5,0,0-20000,1.59
396650,ACE Academy,2016-08-22,PixelFade Inc,windows;mac;linux,0,Single-player;Steam Cloud,Action;Adventure;Indie;RPG;Simulation;Sports,Anime;Visual Novel;Dating Sim,0,1074,48,1,20000-50000,14.99
793050,UNDEAD FACTORY:Zombie Pandemic,2018-04-16,"BTD STUDIO Co.,ltd.",windows,0,Single-player;Multi-player;Online Multi-Player;In-App Purchases,Free to Play;Strategy,Free to Play;Strategy;RTS,80,36,34,0,20000-50000,0.0
871330,Achaem,2018-07-18,Eat All The Games,windows;mac;linux,0,Single-player;Full controller support,Action;Adventure;Casual;Indie;RPG;Early Access,Early Access;Action;Adventure,0,8,0,0,0-20000,6.99
366510,Ruzar - The Life Stone,2015-12-02,Hammer Glass Studio,windows;mac;linux,0,Single-player;Steam Achievements,RPG,RPG;Dungeon Crawler;Grid-Based Movement,40,64,24,0,0-20000,9.99
777420,Quests Unlimited,2018-02-13,Oxrock Studio,windows;mac;linux,0,Single-player;Steam Achievements;Stats;Steam Leaderboards,Adventure;Casual;Indie;RPG;Simulation;Early Access,Early Access;Adventure;RPG,13,6,4,0,0-20000,3.99
513320,ALICE VR,2016-10-27,Klabater,windows;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Indie;VR,34,62,82,0,0-20000,6.99
385940,Battles of the Ancient World,2017-09-15,HexWar Games,windows;mac,0,Single-player,Strategy,Strategy,0,5,5,0,0-20000,6.99
793690,Final Assault,2019-03-21,Phaser Lock Interactive,windows,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Stats;Steam Leaderboards;Steam Turn Notifications,Strategy;Early Access,Early Access;Strategy;VR,87,125,1,60,0-20000,23.79
368430,Through the Woods,2016-10-27,1C Entertainment,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie,Horror;Adventure;Indie,27,461,164,0,20000-50000,15.99
328510,Monsters and Monocles,2016-08-16,Retro Dreamer,windows;mac;linux,0,Single-player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Cloud;Stats,Action;Indie;Early Access,Early Access;Action;Indie,0,81,16,0,0-20000,10.99
465650,Out of the Park Baseball 18,2017-03-24,Out of the Park Developments,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop,Indie;Simulation;Sports;Strategy,Baseball;Sports;Strategy,78,599,48,0,100000-200000,15.49
498990,Balloon Chair Death Match,2017-07-13,Climax Studios Ltd,windows,0,Single-player;Online Multi-Player;Steam Achievements;Steam Cloud,Action,Action;VR,14,41,13,0,0-20000,2.89
644570,Material Girl,2017-06-20,Paradise Project,windows,0,Single-player;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG,Sexual Content;Nudity;Mature,0,6922,648,221,200000-500000,1.59
903780,Beast Agenda 2030,2019-03-26,Ouch Giver Games,windows,0,Single-player;Steam Achievements;Steam Cloud,Action;Adventure;Indie;RPG;Early Access,Early Access;Indie;Action,21,9,0,0,0-20000,10.29
418940,Waba,2018-07-10,EDWON,windows,0,Single-player,Casual;Indie;Simulation;Early Access,Early Access;Indie;Casual,0,9,3,0,0-20000,3.99
867700,The Wilting Amaranth,2018-06-04,Top Hat Studios Inc,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Casual,Nudity;Sexual Content;Female Protagonist,17,31,5,0,0-20000,3.99
656780,Bullyparade - DER Spiel,2017-08-10,Spicy Fox GmbH,windows;mac,0,Single-player;Online Multi-Player;Cross-Platform Multiplayer;Partial Controller Support,Action;Casual;Racing,Casual;Action;Racing,0,4,10,0,0-20000,6.99
341760,Flem,2015-04-28,Henchman & Goon,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Indie,Action;Indie;Platformer,13,17,1,0,0-20000,4.79
666100,Shooty Fruity,2018-01-18,nDreams,windows,0,Single-player;Steam Achievements,Action;Simulation,Action;Simulation;VR,37,83,5,158,0-20000,15.99
793640,D.C. S#*!storm,2018-02-19,D & M Arcade,windows,0,Single-player;Local Co-op;Steam Achievements,Action;Casual;Indie,Action;Indie;Casual,20,5,0,0,0-20000,1.69
935070,Sakura MMO,2018-10-15,Winged Cloud,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support,Simulation,Nudity;Simulation;Anime,15,34,8,0,0-20000,7.19
220900,Jack Lumber,2013-04-30,Owlchemy Labs,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Action;Casual;Indie;Strategy,Casual;Indie;Action,27,218,125,140,100000-200000,3.99
311910,DIG IT! - A Digger Simulator,2014-10-14,rondomedia GmbH,windows;mac,0,Single-player;Steam Achievements;Stats,Simulation,Simulation,26,78,56,0,20000-50000,8.89
250420,8BitMMO,2015-01-26,Archive Entertainment,windows;mac;linux,0,MMO;Steam Achievements;Steam Trading Cards;Includes level editor,Action;Adventure;Free to Play;Indie;Massively Multiplayer;RPG,Free to Play;Massively Multiplayer;Pixel Graphics,24,2822,1972,31,500000-1000000,0.0
425150,Assassins vs Pirates,2016-05-10,DEADBIT,windows,0,Multi-player;Online Multi-Player;Co-op;Online Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Casual;Indie,Action;Casual;Indie,20,65,18,0,0-20000,5.59
269310,Infectonator: Survivors,2016-08-08,Toge Productions,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG;Simulation;Strategy,Strategy;Zombies;Indie,19,464,226,435,50000-100000,6.99
814010,Ball Driver,2018-03-30,Potato Games,windows,0,Single-player;Steam Achievements;Partial Controller Support,Action;Casual;Indie;Racing;Sports,Casual;Racing;Sports,6,1,2,0,0-20000,0.79
725550,VS Round 1,2017-12-18,OpenWorldComics,windows,0,Single-player;Multi-player;Shared/Split Screen;Partial Controller Support,Action;Indie;Early Access,Early Access;Action;Indie,0,6,1,0,0-20000,15.49
336680,TREBUCHET,2015-07-30,iconical Ltd.,windows;mac,0,Single-player;Multi-player,Casual;Indie;Sports;Strategy,Strategy;Indie;Casual,0,26,8,0,0-20000,4.79
621880,Phoenix Dynasty 2,2018-06-08,Ntroy LTD,windows,0,MMO;Steam Achievements;Steam Trading Cards;In-App Purchases,Action;Free to Play;Massively Multiplayer;RPG,Massively Multiplayer;Free to Play;MMORPG,10,137,199,73,50000-100000,0.0
788050,Re;Lord 1 ~The witch of Herfort and stuffed animals~,2018-03-09,Sekai Project,windows,0,Single-player;Steam Trading Cards,Sexual Content;Nudity;Adventure;Casual;Indie;RPG,Sexual Content;Adventure;Nudity,0,16,4,0,0-20000,7.19
586020,Flairtender,2017-11-17,DigitalBadger Design,windows,0,Single-player;Shared/Split Screen;Steam Trading Cards,Action;Casual;Indie;Simulation,Action;Indie;Casual,0,24,5,0,0-20000,7.19
707350,Damascus Gear Operation Osaka HD Edition,2018-03-06,Arc System Works,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action,Action;Mechs;Anime,20,9,4,0,0-20000,15.49
765900,Leisure Suit Larry - Magna Cum Laude Uncut and Uncensored,2017-12-18,Assemble Entertainment,windows,0,Single-player,Adventure,Adventure;Nudity;Sexual Content,0,61,19,0,0-20000,4.79
321390,Zone 22,2015-07-31,Nordic Legacy,windows,0,Single-player,Action;Adventure;Casual;Indie;RPG;Simulation;Early Access,Early Access;Action;Indie,0,2,12,0,0-20000,5.59
625830,BattleSky VR,2018-01-19,Oh!WHATif Inc.,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op,Action;Indie;Early Access,Early Access;Action;Indie,0,23,1,0,0-20000,10.29
221680,Rocksmith® 2014 Edition - Remastered,2016-10-04,Ubisoft,windows;mac,0,Single-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Steam Cloud;Steam Leaderboards,Casual;Simulation,Music;Education;Simulation,47,8228,789,6704,500000-1000000,25.99
871470,White Nothing,2018-06-25,AYE Technology,windows,0,Single-player,Action;Adventure;Indie,Action;Adventure;Indie,0,2,5,0,0-20000,1.99
954530,The Momo Game,2018-10-16,Cheesecake,windows,0,Single-player;Steam Achievements,Indie,Indie;Horror,4,17,36,0,20000-50000,1.69
356190,Middle-earth™: Shadow of War™,2017-10-09,WB Games,windows,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases;Steam Cloud,Action;Adventure;RPG,Open World;Action;RPG,72,19813,5633,1587,1000000-2000000,34.99
1053060,KillStreak.tv,2019-04-11,Blue Wizard Digital,windows;mac,0,Single-player;Multi-player;Online Multi-Player,Action;Free to Play,Free to Play;Action;Multiplayer,0,74,20,0,20000-50000,0.0
586430,Spheroids,2017-02-13,Eclipse Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie,Action;Adventure;Indie,16,14,3,234,0-20000,5.59
770820,Factory Hiro,2018-01-24,Rad Zone,windows;mac,0,Single-player;Steam Achievements;Stats,Action;Indie;Simulation,Action;Indie;Simulation,10,4,0,0,0-20000,2.09
200670,Disciples III - Resurrection,2011-10-11,Kalypso Media Digital,windows,0,Single-player,Strategy,Strategy;Turn-Based;RPG,0,54,101,0,100000-200000,9.99
727140,Love all you have left,2017-10-31,Attila D.,windows,0,Single-player;Partial Controller Support,Casual;Indie,Indie;Casual;Visual Novel,0,4,0,0,0-20000,2.09
530740,Spareware,2016-10-10,Rusto,windows,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie,Action;Indie;Robots,36,17,4,23,0-20000,1.69
997340,Star Destroyer,2018-12-26,stariy8419,windows,0,Single-player,Action;Indie,Action;Indie,0,0,3,0,0-20000,0.79
9800,Death to Spies,2008-03-12,1C Entertainment,windows,0,Single-player;Steam Cloud,Action;Adventure,Stealth;Action;Adventure,0,428,145,64,100000-200000,3.99
805450,Derrek Quest V Regression,2018-02-28,Alexeibelih,windows,0,Single-player,Action;Adventure;Casual;Indie,Action;Indie;Adventure,0,18,19,0,0-20000,0.79
882390,EnHanced,2018-11-08,Erik 'The' Bell,windows,0,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie,Action;Indie;Adventure,91,4,0,0,0-20000,3.99
732290,Schatte ～The Witch and the Fake Shadow～ / 魔女と偽りの影,2017-11-08,DiceyCraft,windows,0,Single-player;Partial Controller Support,Action;Indie;RPG,Indie;Action;RPG,0,13,6,0,0-20000,2.09
390560,Fantasy Strike,2017-09-14,Sirlin Games,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Full controller support;Steam Trading Cards,Action;Indie;Early Access,Early Access;Indie;Fighting,0,221,31,0,0-20000,14.99
529700,Total Extreme Wrestling 2013,2016-12-02,Viva Media,windows,0,Single-player,Sports,Sports;Wrestling;Management,0,29,4,0,0-20000,14.99
943390,Pan Panda,2018-10-11,LT,windows,0,Single-player,Action;Free to Play;Indie,Free to Play;Action;Indie,0,123,23,0,20000-50000,0.0
771710,.T.E.S.T: Expected Behaviour — Sci-Fi 3D Puzzle Quest,2018-05-03,Veslo Games,windows;mac,0,Single-player;Steam Achievements,Action;Adventure;Indie;Simulation,Puzzle;Indie;Sci-fi,42,54,14,0,0-20000,4.79
855980,TD Ultimate (Restocked),2018-05-21,dev4ent,windows,0,Single-player,Casual;Indie,Indie;Casual;Tower Defense,0,0,2,0,0-20000,1.69
855850,Space Elite Force,2018-05-17,Moraes Studio,windows;linux,0,Single-player;Local Co-op;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual,30,45,2,0,0-20000,0.79
601550,Don't Look Back,2017-03-02,catbull,windows,0,Single-player,Indie,Indie;VR,0,3,4,0,0-20000,3.99
578310,BRAIN / OUT,2017-02-24,Desertkun,windows;mac;linux,0,Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Includes level editor,Action;Free to Play;Indie;Massively Multiplayer,Free to Play;Multiplayer;Shooter,84,8343,2112,1433,1000000-2000000,0.0
629840,Caligo,2017-09-22,Krealit,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie,Indie;Adventure;Walking Simulator,3,401,124,0,0-20000,4.79
761040,Wolf Gang,2018-01-11,Nylon Blonde,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support,Indie;RPG;Strategy;Early Access,Early Access;Strategy;Indie,6,6,0,0,0-20000,2.89
325160,Bik - A Space Adventure,2014-10-14,Zotnip,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Indie;Pixel Graphics,15,39,2,0,0-20000,3.99
938940,天风之光 ~ Touhou Fan of Destiny,2018-10-12,Fury Games Production,windows,0,Single-player,Indie,Indie;Female Protagonist;Exploration,0,2,29,0,0-20000,10.29
593700,Tower Fortress,2017-11-20,Nitrome Limited,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Adventure;Indie,Indie;Action;Adventure,17,46,6,0,0-20000,3.99
563180,Dispersio,2016-12-01,Achpile,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Adventure;Indie,Adventure;Indie;Platformer,24,48,2,0,0-20000,0.79
400800,MXGP2 - The Official Motocross Videogame,2016-04-07,Milestone S.r.l.,windows,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Racing;Simulation;Sports,Racing;Simulation;Sports,41,278,114,0,20000-50000,15.49
589250,PowersVR,2017-02-08,Pseudocode Games,windows,0,Single-player,Action;Simulation;Early Access,Early Access;Action;Simulation,4,32,6,0,0-20000,6.99
383690,Mu Complex,2015-10-23,studiocime,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Indie;Adventure;Hacking,37,128,25,11,0-20000,5.99
926350,ALIEN FIELD,2018-12-22,"Mindware Co.,Ltd.",windows,0,Single-player;Multi-player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Leaderboards,Action;Indie,Action;Indie,30,5,0,0,0-20000,10.99
498660,Mind Spheres,2016-07-08,Microblast Games,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;Sports,Indie;Casual;Sports,11,410,103,219,200000-500000,0.79
466130,White Day: A Labyrinth Named School,2017-08-22,PQube Limited;SONNORI Corp,windows,0,Single-player;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Steam Cloud,Action;Adventure;Indie,Horror;Adventure;Action,42,529,260,0,20000-50000,22.99
307190,Nicole,2014-07-25,Winter Wolves,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Casual;Simulation,Visual Novel;Otome;Simulation,13,71,31,291,0-20000,13.99
601250,Micronomicon: Heroes,2019-04-05,SVP,windows;mac;linux,0,Single-player,Adventure;Indie;RPG,Adventure;Indie;RPG,0,11,2,0,0-20000,3.99
668970,Space Waver,2017-09-07,Grégory Joerger,windows,0,Single-player,Action;Adventure;Indie,Adventure;Indie;Action,0,9,0,0,0-20000,2.99
