appid,name,release_date,english,developer,publisher,platforms,required_age,categories,steamspy_tags,negative_ratings,median_playtime,owners,price
966540,Bedtime Blues,2019-03-29,1,HANNMADE Studios,Forever Entertainment S. A.,windows,0,Single-player,Action;Indie;Casual,2,0,0-20000,7.19
431610,Hubert's Island Adventure: Mouse o' War,2016-02-03,1,Cheese and Bacon Games,Cheese and Bacon Games,windows;mac;linux,0,Single-player;Shared/Split Screen;Partial Controller Support,Action;Adventure;Indie,2,0,0-20000,3.99
516010,Board Defenders,2016-09-06,1,Ludus Studio,Ludus Studio,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Strategy;Indie;Casual,1,0,0-20000,3.99
434220,Bear Haven Nights,2016-01-29,1,SunRay Games,SunRay Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Strategy;Indie;Action,6,278,20000-50000,3.99
491040,Bot Vice,2016-07-11,1,DYA Games,DYA Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Pixel Graphics,41,174,50000-100000,9.99
706690,Megatronic Void,2017-09-20,1,Firestorm Entertainment,Firestorm Entertainment,windows,0,Single-player;Full controller support,Action;Indie;Platformer,9,0,0-20000,2.79
1062670,Blacksmith Run,2019-04-19,1,Skull Box Games,КиКо,windows,0,Single-player,Indie,0,0,0-20000,0.79
700050,Bees Knees,2017-09-04,1,JimJams Games,JimJams Games,windows,0,Single-player;Partial Controller Support,Action;Indie;Casual,1,0,0-20000,0.79
718140,Domino Dungeon,2017-10-04,1,Russpuppy,Russpuppy,windows,0,Single-player,Action;Indie;Casual,3,0,0-20000,2.79
1027990,Antenna Dilemma,2019-04-24,1,Goloso Games,Goloso Games,windows,0,Single-player;Steam Achievements,Adventure;Indie;Point & Click,1,0,0-20000,0.0
498580,ASRECorp,2016-07-22,1,Luke Cripps,OtakuMaker.com,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Indie,10,0,0-20000,0.99
789570,Nepenthe,2018-05-17,1,Yitz,yours truly,windows;mac;linux,0,Single-player;Partial Controller Support,RPG;Adventure;Indie,1,0,0-20000,3.99
740520,Mystery Tales: The Twilight World Collector's Edition,2017-11-15,1,Domini Games,Big Fish Games,windows,0,Single-player;Steam Achievements,Adventure;Casual;Hidden Object,1,0,0-20000,7.19
340210,Predestination,2019-02-26,1,Brain and Nerd Ltd,Brain and Nerd Ltd,windows,0,Single-player,Strategy;Indie;4X,21,0,0-20000,24.99
601540,Veil of Crows,2018-10-18,1,Kerry Fawdray,Humble Sage Games;Arrow Face Games,windows,0,Single-player,Strategy;RPG;Violent,138,131,0-20000,10.99
690460,Sky Hunter,2017-11-09,1,Codex7,Codex7,windows,0,Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop,Action;Massively Multiplayer;Shooter,16,0,0-20000,8.29
290730,My Lands: Black Gem Hunting,2014-09-16,1,Gravvit Ltd;Forbes  Consult Ltd,ELYLAND  INVESTMENT COMPANY Ltd,windows,0,Multi-player;MMO;Co-op;Steam Achievements,Strategy;Free to Play;RTS,480,4,200000-500000,0.0
1035640,I Support Breast Cancer Research,2019-03-15,1,SUPPORT,SUPPORT,windows,0,Single-player;Steam Achievements;Partial Controller Support,Casual;Relaxing;Top-Down Shooter,0,0,0-20000,7.19
395930,Farm Frenzy: Heave Ho,2015-08-26,1,Alawar Stargaze;Alawar Entertainment,Buka Entertainment,windows;mac,0,Single-player;Steam Trading Cards,Casual;Simulation;Strategy,3,0,0-20000,3.99
980690,Heavy Memories,2018-11-30,1,Half-Face Games,Xitilon,windows,0,Single-player;Steam Achievements;Full controller support,Action;Indie;Retro,3,0,0-20000,3.99
447820,Day of Infamy,2017-03-23,1,New World Interactive,New World Interactive,windows;mac;linux,0,Online Multi-Player;Online Co-op;Steam Achievements;Steam Workshop;Partial Controller Support;Steam Cloud;Stats;Includes level editor;Includes Source SDK,World War II;FPS;Multiplayer,3169,7455,500000-1000000,11.39
295730,Sweezy Gunner,2014-05-06,1,Windybeard,Windybeard,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Indie;Bullet Hell,37,183,20000-50000,2.79
1050760,Shadow Run,2019-04-04,1,Dexion Games,Dexion Games,windows,0,Single-player,Action;Indie;Casual,1,0,0-20000,0.79
503580,Duck Season,2017-09-14,1,Stress Level Zero,Stress Level Zero,windows,0,Single-player;Steam Achievements;Steam Trading Cards;SteamVR Collectibles,Action;Horror;VR,75,49,20000-50000,14.99
976390,9-nine-:Episode 1,2019-01-31,1,PALETTE,Sekai Project,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Sexual Content;Nudity;Casual,12,0,0-20000,15.49
215690,Zeno Clash 2,2013-04-30,1,ACE Team,SEGA,windows,0,Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Surreal,256,190,200000-500000,10.99
765630,The Dead Cloud Forest,2017-12-26,1,Carlos,Carlos,windows,0,Single-player,Indie;Adventure;Gore,2,0,0-20000,0.79
693300,Unbalance,2017-09-20,1,Tvee Games,Tvee Games,windows;mac;linux,0,Single-player,Indie;Casual;Puzzle,2,0,0-20000,0.79
249050,Dungeon of the Endless™,2014-10-27,1,AMPLITUDE Studios,SEGA,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Rogue-like;Strategy;Tower Defense,1046,295,500000-1000000,8.99
577000,Witchcraft,2018-05-28,1,Silky Smooth Studio,Silky Smooth Studio,windows,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Full controller support,Action;Strategy;Indie,0,0,0-20000,3.99
49800,Flight of the Icarus,2010-05-12,1,Muse Games,Muse Games,windows;mac,0,Single-player,Indie;Action;Steampunk,148,22,50000-100000,3.99
970680,Snowballed: Crazy Downhill,2018-12-28,1,Gamenesis,Gamenesis,windows;mac,0,Single-player,Adventure;Indie;Action,2,0,0-20000,4.79
826810,Floor By Floor,2018-03-17,1,AA Games,AA Games,windows,0,Single-player,Action,0,0,0-20000,0.0
358320,Realms of Chaos,2014-05-05,1,3D Realms (Apogee Software),3D Realms (Apogee Software),windows;mac,0,Single-player;Partial Controller Support,Action;Adventure;Platformer,6,0,20000-50000,3.99
585610,GameMaker Studio 2 UWP,2017-03-08,1,YoYo Games Ltd.,YoYo Games Ltd.,windows;mac,0,In-App Purchases,Game Development;Design & Illustration;Utilities,0,0,0-20000,303.99
648550,Choice,2017-11-15,1,Olympic;SP,Concepts,windows,0,Single-player;Steam Achievements,Action;Adventure;Indie,4,0,0-20000,2.09
523440,zTime (Danger Noodles!),2016-10-24,1,Hazardous Software,Hazardous Software,windows,0,Single-player;Full controller support,Early Access;Adventure;Indie,0,0,0-20000,3.99
886610,The Mystery of Happyville,2018-07-19,1,Studio HK,Studio HK,windows,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Partial Controller Support,Action;Adventure;Indie,1,0,0-20000,3.99
796400,I Misteri di Maggia,2018-03-05,0,Stelex Software,Stelex Software,windows,0,Single-player;Steam Cloud,Adventure;Indie;Point & Click,0,0,0-20000,0.0
964920,Space Tycoon | 星际大亨,2019-01-04,1,Space Driver,Space Driver,windows,0,Single-player,Indie;Casual;Simulation,8,0,0-20000,13.49
839300,Legendary Eleven: Epic Football,2019-03-01,1,Eclipse Games,Eclipse Gamse,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Partial Controller Support,Sports;Indie;Arcade,12,0,0-20000,11.99
869280,RapStar Tycoon,2018-06-21,1,MadOptimist Games,MadOptimist Games,windows,0,Single-player;Steam Achievements,Simulation;Strategy;Indie,9,0,0-20000,2.09
757590,Life Game,2018-11-23,1,Old Town Entertainment,Old Town Entertainment,windows,0,Single-player,Early Access;Simulation;Indie,4,0,0-20000,3.99
938600,Drift Stunt Racing 2019,2018-09-26,1,JDRumble,JDRumble,windows,0,Single-player;Steam Achievements;Partial Controller Support,Indie;Simulation;Racing,3,0,0-20000,3.99
445220,Avorion,2017-01-23,1,Boxelware,Boxelware,windows;linux,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Workshop;Stats,Early Access;Space;Sandbox,398,4993,100000-200000,13.59
340120,Moorhuhn (Crazy Chicken),2015-02-05,1,Doyodo,Retroism;Doyodo,windows,0,Single-player;Steam Cloud;Stats,Action;Casual;Classic,29,0,50000-100000,1.59
757210,EMERGENCY 4 Deluxe,2018-04-24,1,Sixteen Tons Entertainment,Sixteen Tons Entertainment,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Includes level editor,Simulation;Strategy;Mod,31,0,0-20000,13.99
450670,Table Top Racing: World Tour,2016-05-25,1,Playrise Digital Ltd.,Playrise Digital Ltd.,windows,0,Single-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Cloud;Stats,Racing;Indie;Action,115,0,50000-100000,7.19
435150,Divinity: Original Sin 2 - Definitive Edition,2017-09-14,1,Larian Studios,Larian Studios,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud;Includes level editor,RPG;Turn-Based;Story Rich,2464,1953,2000000-5000000,29.99
468820,Titans of Space PLUS,2016-05-23,1,DrashVR LLC,DrashVR LLC,windows,0,Single-player,Early Access;Simulation;Adventure,9,0,0-20000,5.59
489050,Whitetail Challenge,2016-06-20,1,PSR Outdoors,PSR Outdoors,windows,0,Single-player;Steam Achievements,Action;Adventure;Indie,8,0,0-20000,2.79
703760,Chopper: Attack helicopters,2017-09-15,1,gtscom,gtscom,windows;linux,0,Single-player;Steam Achievements;Partial Controller Support;Stats,Simulation;Action;Indie,8,0,0-20000,0.0
459100,Epsilon corp.,2016-04-01,1,Alexandr Kataev,Jack Twin,windows,0,Single-player;Steam Trading Cards,Action;Adventure;Indie,49,238,50000-100000,3.19
784950,CONFLICT OF NATIONS: WORLD WAR 3,2018-03-15,1,Dorado Games,Dorado Games,windows;mac,0,Online Multi-Player;MMO;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases,Free to Play;Strategy;Massively Multiplayer,148,11,100000-200000,0.0
715440,Choice of the Cat,2017-09-28,1,Choice of Games,Choice of Games,windows;mac;linux,0,Single-player;Steam Achievements;Captions available;Steam Cloud,Adventure;Indie;RPG,2,0,0-20000,5.19
398170,Evochron Legacy,2016-01-18,1,StarWraith 3D Games LLC,StarWraith 3D Games LLC,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud,Simulation;Indie;Space,50,0,0-20000,18.99
612540,Sudden Strike 3,2017-05-22,1,Fireglow,Kalypso Media Digital,windows,0,Single-player;Steam Cloud;Includes level editor,Strategy;World War II;RTS,23,0,20000-50000,4.79
462620,Pocket Kingdom,2016-12-08,1,08 Games,Plug In Digital;WhisperGames,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie;Puzzle,4,0,0-20000,4.99
375180,Lunch Truck Tycoon,2015-05-28,1,"Diggidy.net, LLC","Diggidy.net, LLC",windows;mac;linux,0,Single-player,Indie;Simulation;Management,91,0,20000-50000,0.79
907560,Terrawurm,2019-04-03,1,Prospect Games;Tri-Heart Interactive,Prospect Games,windows,0,Single-player;Steam Achievements;Full controller support,Indie;Action;Casual,0,0,0-20000,5.99
672050,Super Mr. Kake,2017-09-12,1,Five entertainment,Back To Basics Gaming,windows,0,Single-player,Action;Indie,8,0,0-20000,3.99
649660,LIBERTY VR,2017-07-03,1,JUMP OR FALL,JUMP OR FALL,windows,0,Single-player,Early Access;Action;Adventure,5,0,0-20000,5.59
761290,Sink or Skim,2018-01-12,1,Seth Johnson,Seth Johnson,windows,0,Single-player;Partial Controller Support,Adventure;Indie;Casual,0,0,0-20000,3.99
692790,春风 | Spring Breeze,2018-01-19,1,木子工坊,HongbinGame,windows,0,Single-player,Indie;Adventure;Visual Novel,16,0,0-20000,0.79
815170,Zombie World,2018-06-01,1,M.R.Studio,M.R.Studio,windows,0,Single-player;Multi-player;Online Multi-Player,Indie;Action;Adventure,4,0,0-20000,11.39
427730,Who's Your Daddy,2016-05-13,1,Evil Tortilla Games,Evil Tortilla Games,windows;mac;linux,0,Multi-player;Cross-Platform Multiplayer;Partial Controller Support,Funny;Multiplayer;First-Person,3747,70,1000000-2000000,3.99
915720,Session Seven,2019-03-01,1,Session Seven Team,Session Seven Team,windows;linux,0,Single-player,Indie;Free to Play;Adventure,5,0,0-20000,0.0
1051830,House of Evil 2,2019-04-02,1,indie_games_studio,indie_games_studio,windows,0,Single-player,Indie;Adventure;Horror,9,0,0-20000,10.29
460140,Midnight at the Celestial Palace: Chapter I,2017-02-24,1,Orrery Games;Blip Haus Design,Orrery Games,windows,0,Single-player;Captions available,Adventure;Indie;Point & Click,0,0,0-20000,3.99
843580,DotLine,2018-09-21,1,The Selenite Forge,The Selenite Forge,windows;mac;linux,0,Single-player;Steam Achievements;Steam Cloud,Action;Indie;Strategy,0,0,0-20000,2.69
23380,Gyromancer,2009-11-18,1,"Square Enix;PopCap Games, Inc.",Square Enix,windows,0,Single-player,RPG;Puzzle;Match 3,113,73,100000-200000,3.99
403180,Draw a Stickman: EPIC 2,2015-11-06,1,Hitcents,Hitcents,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,55,0,20000-50000,3.99
577940,Killer Instinct,2017-09-27,1,Iron Galaxy,Microsoft Studios,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;In-App Purchases;Steam Cloud,Fighting;Action;Multiplayer,175,270,50000-100000,29.99
417350,Monkey King Saga,2015-11-30,1,T-Rex Games,T-Rex Games,windows,0,Single-player,Indie;Strategy;Action,9,0,0-20000,3.99
332070,School of Dragons,2014-12-04,1,"JumpStart Games, Inc.","JumpStart Games, Inc.",windows;mac,0,MMO;Steam Achievements;In-App Purchases,Free to Play;Dragons;Adventure,1778,54,1000000-2000000,0.0
709560,Until the last,2017-09-11,1,Viron Shake,Viron Shake,windows,0,Single-player;Steam Achievements,Indie;Horror,5,0,0-20000,1.59
396650,ACE Academy,2016-08-22,1,PixelFade Inc,PixelFade Inc,windows;mac;linux,0,Single-player;Steam Cloud,Anime;Visual Novel;Dating Sim,48,1,20000-50000,14.99
793050,UNDEAD FACTORY:Zombie Pandemic,2018-04-16,1,"BTD STUDIO Co.,ltd.","BTD STUDIO Co.,ltd.",windows,0,Single-player;Multi-player;Online Multi-Player;In-App Purchases,Free to Play;Strategy;RTS,34,0,20000-50000,0.0
871330,Achaem,2018-07-18,1,Eat All The Games,Eat All The Games,windows;mac;linux,0,Single-player;Full controller support,Early Access;Action;Adventure,0,0,0-20000,6.99
366510,Ruzar - The Life Stone,2015-12-02,1,Hammer Glass Studio,Hammer Glass Studio,windows;mac;linux,0,Single-player;Steam Achievements,RPG;Dungeon Crawler;Grid-Based Movement,24,0,0-20000,9.99
777420,Quests Unlimited,2018-02-13,1,Oxrock Studio,Oxrock Studio,windows;mac;linux,0,Single-player;Steam Achievements;Stats;Steam Leaderboards,Early Access;Adventure;RPG,4,0,0-20000,3.99
513320,ALICE VR,2016-10-27,1,Carbon Studio,Klabater,windows;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie;VR,82,0,0-20000,6.99
385940,Battles of the Ancient World,2017-09-15,1,HexWar Games,HexWar Games,windows;mac,0,Single-player,Strategy,5,0,0-20000,6.99
793690,Final Assault,2019-03-21,1,Phaser Lock Interactive,Phaser Lock Interactive,windows,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Stats;Steam Leaderboards;Steam Turn Notifications,Early Access;Strategy;VR,1,60,0-20000,23.79
368430,Through the Woods,2016-10-27,1,Antagonist,1C Entertainment,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Horror;Adventure;Indie,164,0,20000-50000,15.99
328510,Monsters and Monocles,2016-08-16,1,Retro Dreamer,Retro Dreamer,windows;mac;linux,0,Single-player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Cloud;Stats,Early Access;Action;Indie,16,0,0-20000,10.99
465650,Out of the Park Baseball 18,2017-03-24,1,Out of the Park Developments,Out of the Park Developments,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop,Baseball;Sports;Strategy,48,0,100000-200000,15.49
498990,Balloon Chair Death Match,2017-07-13,1,Climax Studios Ltd,Climax Studios Ltd,windows,0,Single-player;Online Multi-Player;Steam Achievements;Steam Cloud,Action;VR,13,0,0-20000,2.89
644570,Material Girl,2017-06-20,1,Dieselmine,Paradise Project,windows,0,Single-player;Steam Trading Cards;Steam Cloud,Sexual Content;Nudity;Mature,648,202,200000-500000,1.59
903780,Beast Agenda 2030,2019-03-26,1,Ouch Giver Games,Ouch Giver Games,windows,0,Single-player;Steam Achievements;Steam Cloud,Early Access;Indie;Action,0,0,0-20000,10.29
418940,Waba,2018-07-10,1,EDWON,EDWON,windows,0,Single-player,Early Access;Indie;Casual,3,0,0-20000,3.99
867700,The Wilting Amaranth,2018-06-04,1,Reine Works,Top Hat Studios Inc,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Nudity;Sexual Content;Female Protagonist,5,0,0-20000,3.99
656780,Bullyparade - DER Spiel,2017-08-10,1,BitsAlive Game Studios,Spicy Fox GmbH,windows;mac,0,Single-player;Online Multi-Player;Cross-Platform Multiplayer;Partial Controller Support,Casual;Action;Racing,10,0,0-20000,6.99
341760,Flem,2015-04-28,1,Henchman & Goon,Henchman & Goon,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Indie;Platformer,1,0,0-20000,4.79
666100,Shooty Fruity,2018-01-18,1,nDreams / Near Light,nDreams,windows,0,Single-player;Steam Achievements,Action;Simulation;VR,5,158,0-20000,15.99
793640,D.C. S#*!storm,2018-02-19,1,D & M Arcade,D & M Arcade,windows,0,Single-player;Local Co-op;Steam Achievements,Action;Indie;Casual,0,0,0-20000,1.69
935070,Sakura MMO,2018-10-15,1,Winged Cloud,Winged Cloud,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support,Nudity;Simulation;Anime,8,0,0-20000,7.19
220900,Jack Lumber,2013-04-30,1,Owlchemy Labs,Owlchemy Labs,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Casual;Indie;Action,125,140,100000-200000,3.99
311910,DIG IT! - A Digger Simulator,2014-10-14,1,Cape Copenhagen,rondomedia GmbH,windows;mac,0,Single-player;Steam Achievements;Stats,Simulation,56,0,20000-50000,8.89
250420,8BitMMO,2015-01-26,1,Archive Entertainment,Archive Entertainment,windows;mac;linux,0,MMO;Steam Achievements;Steam Trading Cards;Includes level editor,Free to Play;Massively Multiplayer;Pixel Graphics,1972,31,500000-1000000,0.0
425150,Assassins vs Pirates,2016-05-10,1,DEADBIT,DEADBIT,windows,0,Multi-player;Online Multi-Player;Co-op;Online Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Casual;Indie,18,0,0-20000,5.59
269310,Infectonator: Survivors,2016-08-08,1,Toge Productions,Toge Productions,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Strategy;Zombies;Indie,226,435,50000-100000,6.99
814010,Ball Driver,2018-03-30,1,Potato Games,Potato Games,windows,0,Single-player;Steam Achievements;Partial Controller Support,Casual;Racing;Sports,2,0,0-20000,0.79
725550,VS Round 1,2017-12-18,1,Radi Lewis,OpenWorldComics,windows,0,Single-player;Multi-player;Shared/Split Screen;Partial Controller Support,Early Access;Action;Indie,1,0,0-20000,15.49
336680,TREBUCHET,2015-07-30,1,iconical Ltd.,iconical Ltd.,windows;mac,0,Single-player;Multi-player,Strategy;Indie;Casual,8,0,0-20000,4.79
621880,Phoenix Dynasty 2,2018-06-08,1,Ntroy LTD,Ntroy LTD,windows,0,MMO;Steam Achievements;Steam Trading Cards;In-App Purchases,Massively Multiplayer;Free to Play;MMORPG,199,73,50000-100000,0.0
788050,Re;Lord 1 ~The witch of Herfort and stuffed animals~,2018-03-09,1,Escu:de/Element,Sekai Project,windows,0,Single-player;Steam Trading Cards,Sexual Content;Adventure;Nudity,4,0,0-20000,7.19
586020,Flairtender,2017-11-17,1,DigitalBadger Design,DigitalBadger Design,windows,0,Single-player;Shared/Split Screen;Steam Trading Cards,Action;Indie;Casual,5,0,0-20000,7.19
707350,Damascus Gear Operation Osaka HD Edition,2018-03-06,1,Arc System Works,Arc System Works,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Mechs;Anime,4,0,0-20000,15.49
765900,Leisure Suit Larry - Magna Cum Laude Uncut and Uncensored,2017-12-18,1,Assemble Entertainment,Assemble Entertainment,windows,0,Single-player,Adventure;Nudity;Sexual Content,19,0,0-20000,4.79
321390,Zone 22,2015-07-31,1,Nordic Legacy,Nordic Legacy,windows,0,Single-player,Early Access;Action;Indie,12,0,0-20000,5.59
625830,BattleSky VR,2018-01-19,1,Oh!WHATif Inc.,Oh!WHATif Inc.,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op,Early Access;Action;Indie,1,0,0-20000,10.29
221680,Rocksmith® 2014 Edition - Remastered,2016-10-04,1,Ubisoft - San Francisco,Ubisoft,windows;mac,0,Single-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Steam Cloud;Steam Leaderboards,Music;Education;Simulation,789,7089,500000-1000000,25.99
871470,White Nothing,2018-06-25,1,electronic life games,AYE Technology,windows,0,Single-player,Action;Adventure;Indie,5,0,0-20000,1.99
954530,The Momo Game,2018-10-16,1,Caffeine,Cheesecake,windows,0,Single-player;Steam Achievements,Indie;Horror,36,0,20000-50000,1.69
356190,Middle-earth™: Shadow of War™,2017-10-09,1,Monolith Productions,WB Games,windows,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases;Steam Cloud,Open World;Action;RPG,5633,1265,1000000-2000000,34.99
1053060,KillStreak.tv,2019-04-11,1,SideQuestNZ,Blue Wizard Digital,windows;mac,0,Single-player;Multi-player;Online Multi-Player,Free to Play;Action;Multiplayer,20,0,20000-50000,0.0
586430,Spheroids,2017-02-13,1,Eclipse Games,Eclipse Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie,3,234,0-20000,5.59
770820,Factory Hiro,2018-01-24,1,Rad Zone,Rad Zone,windows;mac,0,Single-player;Steam Achievements;Stats,Action;Indie;Simulation,0,0,0-20000,2.09
200670,Disciples III - Resurrection,2011-10-11,1,Akella;.dat,Kalypso Media Digital,windows,0,Single-player,Strategy;Turn-Based;RPG,101,0,100000-200000,9.99
727140,Love all you have left,2017-10-31,1,Attila D.,Attila D.,windows,0,Single-player;Partial Controller Support,Indie;Casual;Visual Novel,0,0,0-20000,2.09
530740,Spareware,2016-10-10,1,Rusto,Rusto,windows,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie;Robots,4,23,0-20000,1.69
997340,Star Destroyer,2018-12-26,1,stariy8419,stariy8419,windows,0,Single-player,Action;Indie,3,0,0-20000,0.79
9800,Death to Spies,2008-03-12,1,Haggard Games,1C Entertainment,windows,0,Single-player;Steam Cloud,Stealth;Action;Adventure,145,84,100000-200000,3.99
805450,Derrek Quest V Regression,2018-02-28,0,Manuf,Alexeibelih,windows,0,Single-player,Action;Indie;Adventure,19,0,0-20000,0.79
882390,EnHanced,2018-11-08,1,Erik 'The' Bell,Erik 'The' Bell,windows,0,Single-player;Steam Achievements;Full controller support,Action;Indie;Adventure,0,0,0-20000,3.99
732290,Schatte ～The Witch and the Fake Shadow～ / 魔女と偽りの影,2017-11-08,1,DiceyCraft,DiceyCraft,windows,0,Single-player;Partial Controller Support,Indie;Action;RPG,6,0,0-20000,2.09
390560,Fantasy Strike,2017-09-14,1,Sirlin Games,Sirlin Games,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Full controller support;Steam Trading Cards,Early Access;Indie;Fighting,31,0,0-20000,14.99
529700,Total Extreme Wrestling 2013,2016-12-02,1,Grey Dog Software,Viva Media,windows,0,Single-player,Sports;Wrestling;Management,4,0,0-20000,14.99
943390,Pan Panda,2018-10-11,1,LT,LT,windows,0,Single-player,Free to Play;Action;Indie,23,0,20000-50000,0.0
771710,.T.E.S.T: Expected Behaviour — Sci-Fi 3D Puzzle Quest,2018-05-03,1,Veslo Games,Veslo Games,windows;mac,0,Single-player;Steam Achievements,Puzzle;Indie;Sci-fi,14,0,0-20000,4.79
855980,TD Ultimate (Restocked),2018-05-21,1,dev4play,dev4ent,windows,0,Single-player,Indie;Casual;Tower Defense,2,0,0-20000,1.69
855850,Space Elite Force,2018-05-17,1,Moraes Studio,Moraes Studio,windows;linux,0,Single-player;Local Co-op;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Indie;Casual,2,0,0-20000,0.79
601550,Don't Look Back,2017-03-02,1,catbull;Omicron Games,catbull,windows,0,Single-player,Indie;VR,4,0,0-20000,3.99
578310,BRAIN / OUT,2017-02-24,1,Desertkun,Desertkun,windows;mac;linux,0,Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Includes level editor,Free to Play;Multiplayer;Shooter,2112,77,1000000-2000000,0.0
629840,Caligo,2017-09-22,1,Krealit,Krealit,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;Adventure;Walking Simulator,124,0,0-20000,4.79
761040,Wolf Gang,2018-01-11,1,Nylon Blonde,Nylon Blonde,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support,Early Access;Strategy;Indie,0,0,0-20000,2.89
325160,Bik - A Space Adventure,2014-10-14,1,Zotnip,Zotnip,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;Pixel Graphics,2,0,0-20000,3.99
938940,天风之光 ~ Touhou Fan of Destiny,2018-10-12,1,Fury Games Production,Fury Games Production,windows,0,Single-player,Indie;Female Protagonist;Exploration,29,0,0-20000,10.29
593700,Tower Fortress,2017-11-20,1,Keybol;Nitrome Limited;Mike Studios,Nitrome Limited,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Indie;Action;Adventure,6,0,0-20000,3.99
563180,Dispersio,2016-12-01,1,Achpile,Achpile,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Adventure;Indie;Platformer,2,0,0-20000,0.79
400800,MXGP2 - The Official Motocross Videogame,2016-04-07,1,Milestone S.r.l.,Milestone S.r.l.,windows,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Racing;Simulation;Sports,114,0,20000-50000,15.49
