owners,appid,english,developer,publisher;platforms,required_age,steamspy_tags,achievements;positive_ratings,negative_ratings,average_playtime
0-20000,1039470,1,Minosh Digital,Minosh Digital;windows,0,Action;Indie;Top-Down Shooter,10;12,0,0
200000-500000,572520,2,Sparkypants Studios LLC,Sparkypants Studios LLC;windows,0,Early Access;Strategy;Free to Play,57;557,243,387
200000-500000,363890,1,KADOKAWA;Yoji Ojima,Degica;windows;mac;linux,0,RPGMaker;Game Development;RPG,-300;2344,324,331
100000-200000,429540,1,Nival,Nival;windows,0,Free to Play;Tower Defense;Strategy,44;543,110,0
0-20000,899480,1,Girls Dance studio,Gilrs Dance studio;windows,0,Nudity;Indie;Casual,0;-4733,24,0
0-20000,738760,1,Marginal act,Marginal act;windows;mac;linux,0,Indie;Adventure;Simulation,15;20,12,0
20000-50000,275810,0,MumboJumbo,MumboJumbo;windows,0,Casual;Strategy;Puzzle,0;60,31,1001
20000-50000,622460,0,DreamGate,DreamGate;windows;mac,0,Action;Strategy;Tower Defense,30;142,32,0
100000-200000,509240,2,Petrodiy-Games,Atriagames;windows,0,Racing;Action;Sports,0;203,137,274
0-20000,960200,2,Dark Gaia Studios,Dark Gaia Studios;windows,1,Adventure;Indie;Gore,0;53679,0,0
0-20000,655280,1,Examined Interactive,Examined Interactive;windows;mac;linux,0,Indie;Action,0;16,3,2
200000-500000,251170,1,9heads Game Studios,9heads Game Studios;windows,0,Horror;Multiplayer;Co-op,37;2538,974,450
0-20000,618210,2,Blazing Planet Studio,Blazing Planet Studio;windows;mac;linux,-2,Indie;Adventure;Puzzle,9;17,0,0
0-20000,846690,1,FIVE-BN GAMES,FIVE-BN GAMES;windows;mac,0,Adventure;Casual;Hidden Object,21;13,1,0
0-20000,1022160,1,Almost Infinity Games LLC,Almost Infinity Games LLC;windows,0,Action;Indie;Adventure,7;1,0,0
0-20000,557860,1,Rimebelle Express,Rimebelle Express;windows;mac;linux,0,Casual;Visual Novel;Anime,4;40541,1,0
50000-100000,260040,0,"Jackbox Games, Inc.","Jackbox Games, Inc.;windows",10,Casual;Indie;Comedy,2026;21,6,0
0-20000,682000,1,Octopus 8 Studios,Octopus 8 Studios;windows,-2,Strategy;Indie,0;0,1,75
500000-1000000,394310,1,Lazy Bear Games,tinyBuild;windows;mac;linux,0,Management;Pixel Graphics;Indie,47;44947,1669,478
500000-1000000,394510,1,Arrowhead Game Studios,"PlayStation Mobile, Inc.;windows",16,Co-op;Online Co-Op;Twin Stick Shooter,39;49244,1222,-2541
0-20000,888760,1,Marco Ayala Games,Marco Antonio Ayala Virrueta;windows,0,Action;Indie;Adventure,31;-2105,1,11337
50000-100000,63960,0,1C Entertainment,1C Entertainment;windows,0,Strategy;Cold War;RTS,784;50,76,0
0-20000,745830,1,Exe Create Inc.,KEMCO;windows,0,Adventure;Casual;RPG,-151;50898,5,11
0-20000,532260,1,SmartVR Studio,SmartVR Studio;windows,0,Indie;Simulation;VR,1886;12,16,0
0-20000,429270,1,Lotus Games,Zen Labs;windows,0,Indie;Casual,15;7,1,0
0-20000,328890,1,Chessbase,Viva Media;windows,0,Strategy;Casual;Chess,0;14,9,-2898
0-20000,678230,1,Credici,Credici;windows,0,Action;Indie,20;15,7,9
0-20000,533890,1,Georgy Topalo;Simeon Simeonich,Georgy Topalo;windows,0,Action;Indie,11;36842,8,0
20000-50000,283600,1,TML-Studios,Aerosoft GmbH;windows,0,Simulation;Trains,1786;78,37,0
0-20000,773490,1,飞鹰互娱,飞鹰互娱;windows,8,Casual;Indie;Strategy,1762;10,1,0
0-20000,962940,0,Blue Fiddich制作组,轻文;windows,0,Casual;Visual Novel;Simulation,27;127,39,0
0-20000,264440,1,Lantana Games,Lantana Games;windows;mac;linux,0,Early Access;Indie;Action,12;3,15,0
20000-50000,230650,1,Geniaware Srl,Fish Eagle;windows,-2,Sports;Simulation;Strategy,1504;54801,136,-5683
0-20000,266980,0,Terra Nova Development,Nightdive Studios;windows;mac;linux,0,Adventure;Point & Click;First-Person,0;4,2,0
0-20000,685790,1,SharkGame,Laush Studio;windows,9,Action;Indie;Runner,1637;44,68,1
0-20000,446120,1,Ninja Robot Dinosaur,Ninja Robot Dinosaur;windows;mac,0,Action;Indie;FPS,36;208,42,121
20000-50000,538070,1,Desert Fox,PlayWay S.A.;Ultimate Games S.A.;windows;mac,0,Adventure;Indie;Horror,21;480,40,1054
0-20000,992620,0,WaRPG Studio,WaRPG Studio;windows,0,Early Access;Action;Indie,191;16587,10,0
0-20000,861280,0,自由愉悦小黄猫(Free pleasure little yellow cat),自由愉悦小黄猫(Free pleasure little yellow cat);windows,0,Indie;Action;Minimalist,1662;4,2,0
100000-200000,306930,2,Funnel Inc.,Whybe Online;windows;mac;linux,0,Free to Play;Massively Multiplayer;Strategy,0;24,46,0
0-20000,874010,1,Blender Games,Blender Games;windows,0,Casual;Indie;Difficult,1324;54369,5,0
0-20000,660030,0,Andy Jurko,Andy Jurko;windows,0,Casual;Indie;Puzzle,0;7,0,0
0-20000,646350,1,FeelThere,FeelThere;windows,0,Indie;Simulation,0;1,3,0
0-20000,891200,1,KADOKAWA CORPORATION,AGM PLAYISM;windows,0,Action;Casual;Free to Play,0;14,10,-3731
0-20000,770560,1,Gametroleum,Gametroleum;windows;mac,0,Action;Indie;Casual,-28;0,2,-3413
0-20000,1026960,2,Kiddy,Kiddy;windows,0,Action;Adventure;Indie,0;3,2,0
20000-50000,629000,1,Platonic Partnership Ltd,Platonic Partnership Ltd;windows;mac,0,Adventure;Indie;Female Protagonist,1666;-5008,35,0
0-20000,514730,1,Eipix Entertainment,Big Fish Games;windows,-2,Adventure;Casual;Hidden Object,1683;2,0,0
200000-500000,33460,1,Ubisoft Montpellier,Ubisoft;windows,2,God Game;Simulation;Adventure,0;1356,750,12486
0-20000,603810,1,Stanislaw Truchowski,TurnVex;windows,0,Adventure;Indie;Horror,9;45333,12,52
0-20000,821560,1,18Light Game Ltd.,18Light Game Ltd.;Cheese Games;windows;mac;linux,0,Action;Indie;Adventure,20;114,19,0
20000-50000,402310,1,Pera Games,Pera Games;windows;mac;linux,0,RPG;Strategy;Turn-Based Combat,-590;344,77,891
0-20000,533630,1,Ascension Interactive Media,Ascension Interactive Media;windows,0,Action;Indie,-412;39836,0,13067
20000-50000,553820,1,Playito.com,Playito.com;windows;mac;linux,0,Action;Casual;Indie,2041;21,9,264
0-20000,516250,1,Imran Arafat,Reality Gameware;windows,0,Early Access;Action;Adventure,1578;10,15,12537
0-20000,769320,1,Jomjak Tangnopakoon,Jomjak Games;Jomjak Tangnopakoon;windows,0,Action;Indie;Casual,15;10,0,0
100000-200000,369580,1,NotGames,NotGames;windows;mac;linux,10,Memes;Parody ;Funny,39;2512,353,17
0-20000,817220,1,Yorzh Aleksey,Yorzh Aleksey;windows,0,Indie;Adventure;Action,0;49664,0,0
0-20000,552410,0,Tall Story Studios;Prey Interactive,Prey Interactive;windows,1,Action;Adventure;Indie,29;34,25,0
0-20000,944770,1,sheepChat Team,sheepChat Team;windows;linux,0,Utilities;Video Production;Audio Production,0;51913,1,0
50000-100000,816020,1,"Spike Chunsoft Co., Ltd.",BANDAI NAMCO Entertainment;windows,0,Fighting;Anime;Action,50;4585,1530,1454
100000-200000,257710,2,The Men Who Wear Many Hats,The Men Who Wear Many Hats;windows;mac;linux,0,Free to Play;Indie;Casual,0;15790,117,49
50000-100000,265750,1,Switchblade Monkeys Entertainment,Switchblade Monkeys Entertainment;windows,12,Western;Action;Indie,111;970,380,0
0-20000,862580,1,98DEMAKE,98DEMAKE;windows;mac,0,Indie;Adventure;Violent,4;164,42,0
0-20000,875830,1,Forester Games,Mark Wortmann;windows,9,Adventure;Indie;Action-Adventure,12;44378,4,0
50000-100000,342560,1,David Stark,David Stark;windows;mac;linux,0,Strategy;Building;Steampunk,9;2066,111,218
50000-100000,317040,0,Rogue Entertainment,Nightdive Studios;windows;mac;linux,0,Action;RPG;Classic,29;329,28,-1945
100000-200000,380140,2,Sebastian Krzyszkowiak;Konrad Burandt;Paweł Radej,dosowisko.net;windows;linux,0,Free to Play;Adventure;Indie,0;218,50,95242
200000-500000,327640,1,rdt.32,rdt.32;windows;mac;linux,0,Early Access;Free to Play;City Builder,3;767,451,13
0-20000,615090,1,Badim,Badim;windows;mac,0,Strategy;Indie;RPG,24;49,11,412
0-20000,800550,1,CounterParry,CounterParry;windows;mac;linux,0,Indie;RPG,1542;4,0,9079
0-20000,718910,1,Androzz,Androzz;windows,0,Action;Indie;Female Protagonist,23;5,3,0
0-20000,645380,2,Alcuria Games,Alcuria Games;windows,0,Indie;Action;RPG,27;20,5,0
0-20000,1042460,1,Gear Learning,Gear Learning;windows;mac,0,Action;Casual;Simulation,0;8,1,0
0-20000,896510,1,Mythical Alterno,Mythical Alterno;windows,8,Early Access;Massively Multiplayer;Adventure,0;44538,9,0
0-20000,1034740,0,"Actually A Game Company, L.L.C","Actually A Game Company, L.L.C;windows",0,Free to Play;Action;Indie,18;23,8,0
0-20000,749550,1,Tero Lunkka;Jacob Clevenger,Tero Lunkka;windows,3,Indie;Casual;Racing,0;10,14,0
0-20000,801840,1,Intermediaware,Intermediaware;windows,0,Strategy;Indie;Casual,0;1,2,0
0-20000,400880,1,khos85,khos85;windows;mac;linux,0,Sports;Indie;Simulation,1648;7,19,8838
20000-50000,893180,1,ATLUS,SEGA;windows,1,Sexual Content;Nudity;Anime,50;1073,187,355
0-20000,954240,1,Ottropi Games,Ottropi Games;windows,0,Indie;Action;Twin Stick Shooter,1785;13,0,0
0-20000,702550,1,Egor Domashenkin,Sergey Domashenkin;windows,3,Indie,0;1705,2,10318
0-20000,300400,1,"Acceleroto, Inc.","Acceleroto, Inc.;windows;mac;linux",0,Racing;Fast-Paced;Arcade,15;8772,13,28
0-20000,397240,0,ENKSoft,ENKSoft;windows;mac;linux,0,Action;Adventure;Indie,6;8,4,0
0-20000,942310,1,Good Free Games To Play,Good Free Games To Play;windows,0,Free to Play;Casual;Action,0;18,16,10008
0-20000,614960,1,CWH Entertainment,CWH Entertainment;windows,0,Indie;Action;Platformer,1397;41,8,0
0-20000,848300,1,Armatur Games,Armatur Games;windows,0,Indie;Casual;2D,10;26,5,47
0-20000,684980,0,Phil Blank,Phil Blank;windows,1,Indie;Casual;Puzzle,19;39189,0,0
0-20000,625160,1,Vadjra,Vadjra;windows,0,Action;Indie;Arcade,0;3,3,0
100000-200000,289520,1,1C-SoftClub,1C Entertainment;windows;mac,12,RPG;Strategy;Turn-Based Strategy,37;628,279,11973
0-20000,699460,1,DRUNKEN APES,DRUNKEN APES;windows;mac,0,Action;Indie;Casual,1369;4,9,0
0-20000,725540,0,Random developers,Random developers;windows,0,Strategy,364;844,0,10947
500000-1000000,243970,1,Klei Entertainment,Klei Entertainment;windows;mac;linux,2,Stealth;Turn-Based Strategy;Cyberpunk,23;15983,271,325
200000-500000,22200,1,ACE Team,ACE Team;windows,0,Action;Indie;Surreal,22;34971,356,307
0-20000,681160,1,Flurry Game Studios,Flurry Game Studios;windows,0,Massively Multiplayer;Action;Indie,1973;14,20,0
0-20000,818640,1,Jim Dex,Jim Dex;windows,0,Action;Indie,0;0,1,11211
0-20000,560550,1,Zentrifuge,Zentrifuge;windows,8,Early Access;Strategy;Indie,0;20,0,0
0-20000,783470,0,G. Malta,VRS;windows,0,Indie;Casual;Simulation,5000;-11293,12,0
0-20000,903670,1,Star Tactics Team,Star Tactics Team;windows,0,Early Access;Action;Simulation,0;-15903,13,-111
0-20000,846330,1,Rebel Camp Games,Rebel Camp Games;windows,0,Early Access;Adventure;Survival,0;42564,1,0
20000-50000,729720,1,GameDevLab,GrabTheGames;windows,8,Action;Indie;Strategy,1618;54364,33,0
0-20000,913640,1,SRV-game,Dagestan Technology;windows,0,Action;Adventure;Indie,7;16822,1,0
20000-50000,495050,1,"CAPCOM CO., LTD","CAPCOM CO., LTD;windows",0,Action;Platformer;Classic,21;365,69,0
0-20000,675950,1,HexWar Games,HexWar Games;windows;mac,0,Strategy,20;54721,11,0
200000-500000,283430,1,Gremlin Interactive,Funbox Media Ltd;windows,0,Adventure;Action;Retro,0;201,229,4
0-20000,914900,0,Anamik Majumdar,Anamik Majumdar;windows;linux,0,Action;Indie;Casual,1852;1,1,0
0-20000,571720,0,Ganbarion,BANDAI NAMCO Entertainment;windows,0,Adventure;Action;Anime,56;36161,37,0
0-20000,882360,1,Rakarnov Studios,Firehawk Studios;windows,0,Indie;Casual;Adventure,0;11,10,2996
0-20000,772500,1,Among Giants,Among Giants;windows,1,Adventure;Indie;RPG,0;62,24,0
20000-50000,576730,1,Blind Recluse,Blind Recluse;windows,0,Action;Indie,0;26,15,559
0-20000,969480,1,Mole Eyes Entertainment,Mole Eyes Entertainment;windows;mac;linux,-2,Action;Indie;2D,1903;22,0,0
0-20000,371120,1,YGGDRASIL STUDIO,YGGDRASIL STUDIO;windows;mac;linux,18,Nudity;Sexual Content;Mature,1965;61,38,0
100000-200000,25990,1,Cyberlore,Paradox Interactive;windows,0,Strategy;Simulation;Fantasy,0;326,20,72
0-20000,562160,1,Nauris Amatnieks,Nauris Amatnieks;windows,0,Indie;Casual;Adventure,-257;49,14,12571
100000-200000,285090,2,N-Game Studios,Lace Games;KISS ltd;windows,0,Indie;Strategy;Action,0;22083,146,161
0-20000,559030,1,PlayZilla.tk,PlayZilla.tk;windows,3,Casual;Adventure;Indie,100;20,5,0
0-20000,486940,1,netmin games,netmin games;windows,0,Sports;Simulation,1440;11,2,12978
100000-200000,442070,1,"Jackbox Games, Inc.","Jackbox Games, Inc.;windows;mac;linux",8,Casual;Indie;Local Multiplayer,10;289,37,331
0-20000,361100,1,Stun Games,KISS ltd;windows;mac;linux,0,Early Access;Action;Indie,0;14,1,0
20000-50000,317510,2,Qwiboo Ltd,Qwiboo Ltd;windows;mac;linux,0,Casual;Action;Indie,40;1753,101,105
0-20000,747700,2,starmops,starmops;windows,0,Simulation;Action;Indie,0;7,6,0
0-20000,963910,1,Blackwood Specter,Blackwood Specter;windows,1,Adventure;Indie;Gore,0;-7197,11,0
0-20000,46720,2,Dagger Games,Strategy First;windows,8,RPG;Action RPG,0;3,12,0
20000-50000,302330,0,Access Software,Nightdive Studios;windows;mac;linux,0,Adventure;Action;Detective,0;34,15,0
0-20000,928180,2,Faritengames,Faritengames;windows,-1,Casual;Strategy;Indie,0;7015,2,0
0-20000,762490,1,Door Z Studio,Door Z Studio;windows,0,Action;Indie;VR,29;32,6,11799
0-20000,883300,1,Ugliest Horse Studio,Ugliest Horse Studio;windows,0,Indie;Casual;Simulation,1878;3,2,0
0-20000,493100,1,Grumpy Company GmbH,Grumpy Company GmbH;windows,0,Early Access;Indie;VR,10;29,5,0
0-20000,935240,1,Ripknot Systems,Ripknot Systems;windows,0,Casual;Indie;Strategy,0;1,4,0
0-20000,674330,1,"Defend the Cake, LLC","Defend the Cake, LLC;windows;mac",0,Strategy;Indie;Puzzle,5;1084,0,-1401
0-20000,578890,1,"Whim Independent Studios, LLC","Whim Independent Studios, LLC;windows",0,Adventure;Casual;Indie,0;10,0,0
100000-200000,283230,1,MEGAFUZZ,tinyBuild;windows;mac;linux,-1,Indie;Casual;Adventure,-585;843,288,291
20000-50000,366610,1,Ben Aprigliano;Stefan Evers,Evilized productions;Different donut;windows,0,Action;Adventure;Indie,0;22,25,2095
0-20000,1001140,2,Resolution Games,Resolution Games;windows,-4,Casual;Gore;Puzzle,0;6801,10,-3302
0-20000,407380,1,G.rev Ltd.,G.rev Ltd.;windows,0,Action;Shoot 'Em Up;Mechs,147;13095,1,0
0-20000,515700,1,Breachgate,Breachgate;windows,10,Early Access;Action;VR,0;9,2,-35
0-20000,823670,1,Nacho,Nacho;windows,0,Adventure;Indie;Pirates,0;0,1,0
0-20000,881060,1,Bad Logic Studios,Bad Logic Studios;windows,0,Action;Indie;Adventure,2043;1,2,0
100000-200000,398680,0,ZeroBit Games,Ocean Media LLC;windows,0,Casual;Indie;Word Game,2002;-16098,238,242
0-20000,698320,1,SnowFlame,Back To Basics Gaming;windows,0,Action;Indie;Casual,13;3,8,0
50000-100000,342260,1,Flying Mollusk,Flying Mollusk;windows;mac,0,Adventure;Indie;Psychological Horror,17;-3905,82,0
100000-200000,410990,2,Quicksilver Software,Wargaming Labs;windows,0,Strategy;Space;4X,-192;26,34,0
0-20000,938260,1,Orihaus,Orihaus;windows;mac,0,Adventure;Interactive Fiction;Indie,-670;2,0,0
0-20000,617020,1,Borokai Studio,Borokai Studio;windows;mac;linux,0,Adventure;Sexual Content;Indie,6;5,5,0
0-20000,380950,1,Dysotek,Dysotek;windows,3,Sports;Simulation;Indie,0;36558,4,0
50000-100000,514580,2,VaragtP,VaragtP;windows,0,Indie;Casual;Action,319;178,29,176
0-20000,838640,1,Mortis Games,Rock Path Collective;windows;mac;linux,0,Early Access;Strategy;Adventure,247;9,4,0
0-20000,318560,1,Carlo D'Apostoli Projects,Strategy First;windows,0,Action;Indie;Casual,0;1,5,0
100000-200000,576560,1,Virtual Top,VT Publishing;windows,0,Action;Indie;Gore,1992;464,365,12447
2000000-5000000,250900,1,"Nicalis, Inc.","Nicalis, Inc.;windows;mac;linux",0,Indie;Replay Value;Rogue-like,403;-15438,1840,-4863
20000-50000,303340,1,Puuba,Puuba;windows;mac,0,Indie;Action;Platformer,24;42,28,0
0-20000,510740,1,FusionPlay,FusionPlay;windows,0,Indie;Casual;Simulation,13;20,5,0
0-20000,503390,1,DuplicatorStudio,DuplicatorStudio;windows,0,Early Access;Action;Adventure,0;14296,11,0
0-20000,753630,1,Justin Jimmo,Justin Jimmo;windows,0,Casual;Simulation,0;38471,1,0
0-20000,587260,1,Nihon Falcom,Aksys Games;windows,0,RPG;JRPG;Anime,55;371,40,2
0-20000,1009910,0,Griffin DesBles,Griffin DesBles;windows,0,Free to Play;Indie;Casual,-92;3,5,0
0-20000,941410,0,弦语蝶梦,弦语蝶梦;windows,0,Action;Indie;Casual,0;38,4,0
0-20000,488300,1,HB Studios,Maximum Games;windows,0,Sports;Snowboarding;Simulation,41;178,42,0
1000000-2000000,24800,1,EA Los Angeles,Electronic Arts;windows,0,Strategy;RTS;Base-Building,1695;1449,362,136
0-20000,878080,0,Surrealscape Studios,Surrealscape Studios;windows,-2,Strategy;Casual;Board Game,11;11,12,0
0-20000,879410,1,Polychroma Games,Polychroma Games;windows;mac;linux,0,Indie,4;50292,13,0
0-20000,555410,0,Warfare Studios,Warfare Studios;windows,0,Adventure;Indie;Casual,1318;3,3,0
100000-200000,467380,1,Suits & Sandals,Suits & Sandals;windows,0,Free to Play;Platformer;Pixel Graphics,28;945,46,0
0-20000,921070,1,Norrman Brothers,Norrman Brothers;windows,0,Free to Play;Action;Casual,0;80,20,0
0-20000,661920,1,Second Order,Second Order;windows,0,Casual;Indie;Action,167;128,48,44
0-20000,819640,1,Pineapple Software Management,Pineapple Software Management;windows,0,Casual;Simulation;RPG,0;1,0,0
0-20000,857160,1,Nekyau Games,Nekyau;windows,0,Action;Casual;Indie,0;0,3,8657
0-20000,424310,1,Wolf Ray Studios,Wolf Ray Studios;windows,0,Early Access;RPG;Indie,0;4788,0,1295
0-20000,613330,0,Hologram Software LTD.;iCandy Games Inc.,iCandy Games Inc.;windows,0,Indie;Casual;Simulation,-110;6,5,0
0-20000,796970,1,Digitalzone,Digitalzone;windows,-1,Sports;Simulation;VR,-766;2,0,0
50000-100000,406730,1,Aaron Oldenburg,KISS ltd;windows;mac,0,Indie;Horror;Adventure,6;46,37,4275
0-20000,334960,0,"New Life Interactive, LLC","New Life Interactive, LLC;windows",0,Indie;Action;Simulation,12;4,8,0
0-20000,804610,1,StudioS,DLsite;windows,0,Sexual Content;Nudity;Action,0;12,5,10574
50000-100000,18420,1,Fakt Software,Viva Media;windows,0,Casual;Strategy;Puzzle,0;98,24,0
0-20000,905890,1,Daniel McCreary,Daniel McCreary;windows,0,Action;Indie,0;1,0,0
0-20000,912210,2,QUIKIN Games,QUIKIN Games;windows,0,Action;Adventure,100;44906,31,0
0-20000,486470,1,Floor59Games,Floor59Games;windows,0,Indie;Action;Rogue-like,21;10,9,0
0-20000,587970,0,Ethan Waite,Ethan Waite;windows,0,Action;Strategy;Indie,-117;12,3,0
0-20000,313190,1,Team 6 Studios,Strategy First;windows,0,Casual,310;4,10,0
0-20000,836350,2,Good Bit;Alec Robbins,Good Bit;windows;mac,0,Indie;Casual;Simulation,0;15,2,748
0-20000,650490,1,Racing Bros,ANPA.US;windows;mac;linux,6,Action;Indie;Gore,2008;51880,71,10997
0-20000,537050,2,Theodore Palser,Theodore Palser;windows,2,Casual;Adventure;Strategy,0;9,1,0
100000-200000,407060,0,"AltspaceVR, Inc.","AltspaceVR, Inc.;windows",0,Free to Play;VR;Casual,0;328,83,0
0-20000,496540,1,oophok,oophok;windows,0,Action;Indie;Pixel Graphics,17;11,1,0
0-20000,661110,1,Ithiro Sumi,Ithiro Sumi;windows,0,Action;Adventure;Indie,29;1,6,0
0-20000,942760,0,BoneCracker Games,BoneCracker Games;Buğra Özdoğanlar;windows,0,Indie;Simulation;Racing,334;4,1,0
0-20000,992050,1,Crew Lab,Crew Lab;windows,0,Indie;Casual;Puzzle,1577;33,1,0
0-20000,896220,1,Teamomega;Teamomega,Teamomega;windows,0,Action;Indie;Casual,0;1,3,0
0-20000,367350,1,Jon Harwood Creations LLC,Jon Harwood Creations LLC;windows;mac;linux,0,Action;Indie;Platformer,80;48,10,-377
50000-100000,260130,1,Idea Factory,Ghostlight LTD;windows,10,Anime;JRPG;RPG,43;248,80,943
0-20000,932820,1,Ladybug Games,Black Poodle Entertainment;windows;mac,8,Adventure;Indie;Casual,0;14255,0,0
0-20000,679090,1,Valorware,Valorware;windows,0,Adventure;Action;RPG,0;5,1,0
20000-50000,553590,0,Bean Boy Games,Bean Boy Games;windows,0,VR;Indie;Simulation,15;40910,5,0
0-20000,433840,0,Kyy Games,Headup Games;windows;mac;linux,0,RPG;Indie;Female Protagonist,15;38,18,0
0-20000,966540,0,HANNMADE Studios,Forever Entertainment S. A.;windows,0,Action;Indie;Casual,0;3,2,0
0-20000,431610,1,Cheese and Bacon Games,Cheese and Bacon Games;windows;mac;linux,0,Action;Adventure;Indie,1617;6,2,0
0-20000,516010,2,Ludus Studio,Ludus Studio;windows,0,Strategy;Indie;Casual,-211;2119,1,0
20000-50000,434220,2,SunRay Games,SunRay Games;windows;mac;linux,0,Strategy;Indie;Action,1043;45702,6,273
50000-100000,491040,1,DYA Games,DYA Games;windows,0,Action;Indie;Pixel Graphics,617;831,41,174
0-20000,706690,2,Firestorm Entertainment,Firestorm Entertainment;windows,0,Action;Indie;Platformer,1956;1,9,0
0-20000,1062670,0,Skull Box Games,КиКо;windows,0,Indie,738;13,0,0
0-20000,700050,1,JimJams Games,JimJams Games;windows,-2,Action;Indie;Casual,11;0,1,0
0-20000,718140,1,Russpuppy,Russpuppy;windows,8,Action;Indie;Casual,0;5,3,12345
0-20000,1027990,1,Goloso Games,Goloso Games;windows,0,Adventure;Indie;Point & Click,-62;43534,1,-4476
0-20000,498580,1,Luke Cripps,OtakuMaker.com;windows,0,Action;Adventure;Indie,16;27,10,9560
0-20000,789570,1,Yitz,yours truly;windows;mac;linux,0,RPG;Adventure;Indie,0;43,1,0
0-20000,740520,2,Domini Games,Big Fish Games;windows,-1,Adventure;Casual;Hidden Object,444;0,1,1451
0-20000,340210,0,Brain and Nerd Ltd,Brain and Nerd Ltd;windows,0,Strategy;Indie;4X,67;37,21,0
0-20000,601540,1,Kerry Fawdray,Humble Sage Games;Arrow Face Games;windows,0,Strategy;RPG;Violent,0;247,138,9194
0-20000,690460,1,Codex7,Codex7;windows,11,Action;Massively Multiplayer;Shooter,103;2105,16,0
200000-500000,290730,1,Gravvit Ltd;Forbes  Consult Ltd,ELYLAND  INVESTMENT COMPANY Ltd;windows,0,Strategy;Free to Play;RTS,334;36648,480,11698
0-20000,1035640,1,SUPPORT,SUPPORT;windows,0,Casual;Relaxing;Top-Down Shooter,10;1,0,0
0-20000,395930,1,Alawar Stargaze;Alawar Entertainment,Buka Entertainment;windows;mac,3,Casual;Simulation;Strategy,0;45,3,0
0-20000,980690,2,Half-Face Games,Xitilon;windows,0,Action;Indie;Retro,22;12,3,0
500000-1000000,447820,1,New World Interactive,New World Interactive;windows;mac;linux,0,World War II;FPS;Multiplayer,684;14349,3169,8936
20000-50000,295730,1,Windybeard,Windybeard;windows,1,Action;Indie;Bullet Hell,1419;9597,37,1031
0-20000,1050760,2,Dexion Games,Dexion Games;windows,0,Action;Indie;Casual,0;0,1,0
20000-50000,503580,0,Stress Level Zero,Stress Level Zero;windows,0,Action;Horror;VR,23;456,75,49
0-20000,976390,1,PALETTE,Sekai Project;windows,0,Sexual Content;Nudity;Casual,4;139,12,0
200000-500000,215690,1,ACE Team,SEGA;windows,0,Action;Indie;Surreal,19;49701,256,-1672
0-20000,765630,1,Carlos,Carlos;windows,0,Indie;Adventure;Gore,794;1,2,0
0-20000,693300,1,Tvee Games,Tvee Games;windows;mac;linux,1,Indie;Casual;Puzzle,-77;2,2,0
500000-1000000,249050,1,AMPLITUDE Studios,SEGA;windows;mac,0,Rogue-like;Strategy;Tower Defense,33;7423,1046,648
0-20000,577000,1,Silky Smooth Studio,Silky Smooth Studio;windows,0,Action;Strategy;Indie,0;40105,0,0
50000-100000,49800,1,Muse Games,Muse Games;windows;mac,4,Indie;Action;Steampunk,0;95,148,22
0-20000,970680,1,Gamenesis,Gamenesis;windows;mac,0,Adventure;Indie;Action,9;0,2,0
0-20000,826810,1,AA Games,AA Games;windows,3,Action,0;3,0,736
20000-50000,358320,1,3D Realms (Apogee Software),3D Realms (Apogee Software);windows;mac,0,Action;Adventure;Platformer,0;19,6,0
0-20000,585610,1,YoYo Games Ltd.,YoYo Games Ltd.;windows;mac,0,Game Development;Design & Illustration;Utilities,0;1,0,11998
0-20000,648550,1,Olympic;SP,Concepts;windows,0,Action;Adventure;Indie,34;54913,4,-258
0-20000,523440,2,Hazardous Software,Hazardous Software;windows,0,Early Access;Adventure;Indie,0;5,0,0
0-20000,886610,1,Studio HK,Studio HK;windows,9,Action;Adventure;Indie,-51;0,1,10139
0-20000,796400,0,Stelex Software,Stelex Software;windows,9,Adventure;Indie;Point & Click,0;11735,0,11287
0-20000,964920,0,Space Driver,Space Driver;windows,0,Indie;Casual;Simulation,0;7,8,0
0-20000,839300,1,Eclipse Games,Eclipse Gamse;windows,0,Sports;Indie;Arcade,25;43,12,0
0-20000,869280,1,MadOptimist Games,MadOptimist Games;windows,0,Simulation;Strategy;Indie,12;37569,9,0
0-20000,757590,0,Old Town Entertainment,Old Town Entertainment;windows,0,Early Access;Simulation;Indie,0;9,4,0
0-20000,938600,0,JDRumble,JDRumble;windows,0,Indie;Simulation;Racing,10;1,3,0
100000-200000,445220,1,Boxelware,Boxelware;windows;linux,0,Early Access;Space;Sandbox,-417;3190,398,3584
50000-100000,340120,1,Doyodo,Retroism;Doyodo;windows,-2,Action;Casual;Classic,0;209,29,0
0-20000,757210,2,Sixteen Tons Entertainment,Sixteen Tons Entertainment;windows,8,Simulation;Strategy;Mod,0;46,31,1351
50000-100000,450670,1,Playrise Digital Ltd.,Playrise Digital Ltd.;windows,0,Racing;Indie;Action,36;349,115,767
2000000-5000000,435150,1,Larian Studios,Larian Studios;windows;mac,1,RPG;Turn-Based;Story Rich,97;44145,2464,2938
0-20000,468820,0,DrashVR LLC,DrashVR LLC;windows,0,Early Access;Simulation;Adventure,0;133,9,0
0-20000,489050,1,PSR Outdoors,PSR Outdoors;windows,11,Action;Adventure;Indie,18;3,8,0
0-20000,703760,1,gtscom,gtscom;windows;linux,0,Simulation;Action;Indie,16;10,8,0
