appid,V9_name,release_date,english,developer,publisher,platforms,genres,SteTa,Ach,positive_ratings,negative_ratings,average_playtime,M.P.,owners,v_price
513320,ALICE VR,2016-10-27,1,Carbon Studio,Klabater,windows;linux,Adventure;Indie,Adventure;Indie;VR,34,62,82,0,0,0-20000,6.99
385940,Battles of the Ancient World,2017-09-15,1,HexWar Games,HexWar Games,windows;mac,Strategy,Strategy,0,5,5,0,0,0-20000,6.99
793690,Final Assault,2019-03-21,1,Phaser Lock Interactive,Phaser Lock Interactive,windows,Strategy;Early Access,Early Access;Strategy;VR,87,125,1,60,60,0-20000,23.79
368430,Through the Woods,2016-10-27,1,Antagonist,1C Entertainment,windows,Adventure;Indie,Horror;Adventure;Indie,27,461,164,0,0,20000-50000,15.99
328510,Monsters and Monocles,2016-08-16,1,Retro Dreamer,Retro Dreamer,windows;mac;linux,Action;Indie;Early Access,Early Access;Action;Indie,0,81,16,0,0,0-20000,10.99
465650,Out of the Park Baseball 18,2017-03-24,1,Out of the Park Developments,Out of the Park Developments,windows;mac;linux,Indie;Simulation;Sports;Strategy,Baseball;Sports;Strategy,78,599,48,0,0,100000-200000,15.49
498990,Balloon Chair Death Match,2017-07-13,1,Climax Studios Ltd,Climax Studios Ltd,windows,Action,Action;VR,14,41,13,0,0,0-20000,2.89
644570,Material Girl,2017-06-20,1,Dieselmine,Paradise Project,windows,Adventure;Indie;RPG,Sexual Content;Nudity;Mature,0,6922,648,221,202,200000-500000,1.59
903780,Beast Agenda 2030,2019-03-26,1,Ouch Giver Games,Ouch Giver Games,windows,Action;Adventure;Indie;RPG;Early Access,Early Access;Indie;Action,21,9,0,0,0,0-20000,10.29
418940,Waba,2018-07-10,1,EDWON,EDWON,windows,Casual;Indie;Simulation;Early Access,Early Access;Indie;Casual,0,9,3,0,0,0-20000,3.99
867700,The Wilting Amaranth,2018-06-04,1,Reine Works,Top Hat Studios Inc,windows;mac;linux,Casual,Nudity;Sexual Content;Female Protagonist,17,31,5,0,0,0-20000,3.99
656780,Bullyparade - DER Spiel,2017-08-10,1,BitsAlive Game Studios,Spicy Fox GmbH,windows;mac,Action;Casual;Racing,Casual;Action;Racing,0,4,10,0,0,0-20000,6.99
341760,Flem,2015-04-28,1,Henchman & Goon,Henchman & Goon,windows;mac,Action;Indie,Action;Indie;Platformer,13,17,1,0,0,0-20000,4.79
666100,Shooty Fruity,2018-01-18,1,nDreams / Near Light,nDreams,windows,Action;Simulation,Action;Simulation;VR,37,83,5,158,158,0-20000,15.99
793640,D.C. S#*!storm,2018-02-19,1,D & M Arcade,D & M Arcade,windows,Action;Casual;Indie,Action;Indie;Casual,20,5,0,0,0,0-20000,1.69
935070,Sakura MMO,2018-10-15,1,Winged Cloud,Winged Cloud,windows;mac;linux,Simulation,Nudity;Simulation;Anime,15,34,8,0,0,0-20000,7.19
220900,Jack Lumber,2013-04-30,1,Owlchemy Labs,Owlchemy Labs,windows;mac;linux,Action;Casual;Indie;Strategy,Casual;Indie;Action,27,218,125,140,140,100000-200000,3.99
311910,DIG IT! - A Digger Simulator,2014-10-14,1,Cape Copenhagen,rondomedia GmbH,windows;mac,Simulation,Simulation,26,78,56,0,0,20000-50000,8.89
250420,8BitMMO,2015-01-26,1,Archive Entertainment,Archive Entertainment,windows;mac;linux,Action;Adventure;Free to Play;Indie;Massively Multiplayer;RPG,Free to Play;Massively Multiplayer;Pixel Graphics,24,2822,1972,31,31,500000-1000000,0.0
425150,Assassins vs Pirates,2016-05-10,1,DEADBIT,DEADBIT,windows,Action;Casual;Indie,Action;Casual;Indie,20,65,18,0,0,0-20000,5.59
269310,Infectonator: Survivors,2016-08-08,1,Toge Productions,Toge Productions,windows;mac,Action;Adventure;Indie;RPG;Simulation;Strategy,Strategy;Zombies;Indie,19,464,226,435,435,50000-100000,6.99
814010,Ball Driver,2018-03-30,1,Potato Games,Potato Games,windows,Action;Casual;Indie;Racing;Sports,Casual;Racing;Sports,6,1,2,0,0,0-20000,0.79
725550,VS Round 1,2017-12-18,1,Radi Lewis,OpenWorldComics,windows,Action;Indie;Early Access,Early Access;Action;Indie,0,6,1,0,0,0-20000,15.49
336680,TREBUCHET,2015-07-30,1,iconical Ltd.,iconical Ltd.,windows;mac,Casual;Indie;Sports;Strategy,Strategy;Indie;Casual,0,26,8,0,0,0-20000,4.79
621880,Phoenix Dynasty 2,2018-06-08,1,Ntroy LTD,Ntroy LTD,windows,Action;Free to Play;Massively Multiplayer;RPG,Massively Multiplayer;Free to Play;MMORPG,10,137,199,73,73,50000-100000,0.0
788050,Re;Lord 1 ~The witch of Herfort and stuffed animals~,2018-03-09,1,Escu:de/Element,Sekai Project,windows,Sexual Content;Nudity;Adventure;Casual;Indie;RPG,Sexual Content;Adventure;Nudity,0,16,4,0,0,0-20000,7.19
586020,Flairtender,2017-11-17,1,DigitalBadger Design,DigitalBadger Design,windows,Action;Casual;Indie;Simulation,Action;Indie;Casual,0,24,5,0,0,0-20000,7.19
707350,Damascus Gear Operation Osaka HD Edition,2018-03-06,1,Arc System Works,Arc System Works,windows,Action,Action;Mechs;Anime,20,9,4,0,0,0-20000,15.49
765900,Leisure Suit Larry - Magna Cum Laude Uncut and Uncensored,2017-12-18,1,Assemble Entertainment,Assemble Entertainment,windows,Adventure,Adventure;Nudity;Sexual Content,0,61,19,0,0,0-20000,4.79
321390,Zone 22,2015-07-31,1,Nordic Legacy,Nordic Legacy,windows,Action;Adventure;Casual;Indie;RPG;Simulation;Early Access,Early Access;Action;Indie,0,2,12,0,0,0-20000,5.59
625830,BattleSky VR,2018-01-19,1,Oh!WHATif Inc.,Oh!WHATif Inc.,windows,Action;Indie;Early Access,Early Access;Action;Indie,0,23,1,0,0,0-20000,10.29
221680,Rocksmith® 2014 Edition - Remastered,2016-10-04,1,Ubisoft - San Francisco,Ubisoft,windows;mac,Casual;Simulation,Music;Education;Simulation,47,8228,789,6704,7089,500000-1000000,25.99
871470,White Nothing,2018-06-25,1,electronic life games,AYE Technology,windows,Action;Adventure;Indie,Action;Adventure;Indie,0,2,5,0,0,0-20000,1.99
954530,The Momo Game,2018-10-16,1,Caffeine,Cheesecake,windows,Indie,Indie;Horror,4,17,36,0,0,20000-50000,1.69
356190,Middle-earth™: Shadow of War™,2017-10-09,1,Monolith Productions,WB Games,windows,Action;Adventure;RPG,Open World;Action;RPG,72,19813,5633,1587,1265,1000000-2000000,34.99
1053060,KillStreak.tv,2019-04-11,1,SideQuestNZ,Blue Wizard Digital,windows;mac,Action;Free to Play,Free to Play;Action;Multiplayer,0,74,20,0,0,20000-50000,0.0
586430,Spheroids,2017-02-13,1,Eclipse Games,Eclipse Games,windows,Action;Adventure;Indie,Action;Adventure;Indie,16,14,3,234,234,0-20000,5.59
770820,Factory Hiro,2018-01-24,1,Rad Zone,Rad Zone,windows;mac,Action;Indie;Simulation,Action;Indie;Simulation,10,4,0,0,0,0-20000,2.09
200670,Disciples III - Resurrection,2011-10-11,1,Akella;.dat,Kalypso Media Digital,windows,Strategy,Strategy;Turn-Based;RPG,0,54,101,0,0,100000-200000,9.99
727140,Love all you have left,2017-10-31,1,Attila D.,Attila D.,windows,Casual;Indie,Indie;Casual;Visual Novel,0,4,0,0,0,0-20000,2.09
530740,Spareware,2016-10-10,1,Rusto,Rusto,windows,Action;Indie,Action;Indie;Robots,36,17,4,23,23,0-20000,1.69
997340,Star Destroyer,2018-12-26,1,stariy8419,stariy8419,windows,Action;Indie,Action;Indie,0,0,3,0,0,0-20000,0.79
9800,Death to Spies,2008-03-12,1,Haggard Games,1C Entertainment,windows,Action;Adventure,Stealth;Action;Adventure,0,428,145,64,84,100000-200000,3.99
805450,Derrek Quest V Regression,2018-02-28,0,Manuf,Alexeibelih,windows,Action;Adventure;Casual;Indie,Action;Indie;Adventure,0,18,19,0,0,0-20000,0.79
882390,EnHanced,2018-11-08,1,Erik 'The' Bell,Erik 'The' Bell,windows,Action;Adventure;Indie,Action;Indie;Adventure,91,4,0,0,0,0-20000,3.99
732290,Schatte ～The Witch and the Fake Shadow～ / 魔女と偽りの影,2017-11-08,1,DiceyCraft,DiceyCraft,windows,Action;Indie;RPG,Indie;Action;RPG,0,13,6,0,0,0-20000,2.09
390560,Fantasy Strike,2017-09-14,1,Sirlin Games,Sirlin Games,windows;mac;linux,Action;Indie;Early Access,Early Access;Indie;Fighting,0,221,31,0,0,0-20000,14.99
529700,Total Extreme Wrestling 2013,2016-12-02,1,Grey Dog Software,Viva Media,windows,Sports,Sports;Wrestling;Management,0,29,4,0,0,0-20000,14.99
943390,Pan Panda,2018-10-11,1,LT,LT,windows,Action;Free to Play;Indie,Free to Play;Action;Indie,0,123,23,0,0,20000-50000,0.0
771710,.T.E.S.T: Expected Behaviour — Sci-Fi 3D Puzzle Quest,2018-05-03,1,Veslo Games,Veslo Games,windows;mac,Action;Adventure;Indie;Simulation,Puzzle;Indie;Sci-fi,42,54,14,0,0,0-20000,4.79
855980,TD Ultimate (Restocked),2018-05-21,1,dev4play,dev4ent,windows,Casual;Indie,Indie;Casual;Tower Defense,0,0,2,0,0,0-20000,1.69
855850,Space Elite Force,2018-05-17,1,Moraes Studio,Moraes Studio,windows;linux,Action;Casual;Indie,Action;Indie;Casual,30,45,2,0,0,0-20000,0.79
601550,Don't Look Back,2017-03-02,1,catbull;Omicron Games,catbull,windows,Indie,Indie;VR,0,3,4,0,0,0-20000,3.99
578310,BRAIN / OUT,2017-02-24,1,Desertkun,Desertkun,windows;mac;linux,Action;Free to Play;Indie;Massively Multiplayer,Free to Play;Multiplayer;Shooter,84,8343,2112,1433,77,1000000-2000000,0.0
629840,Caligo,2017-09-22,1,Krealit,Krealit,windows,Adventure;Indie,Indie;Adventure;Walking Simulator,3,401,124,0,0,0-20000,4.79
761040,Wolf Gang,2018-01-11,1,Nylon Blonde,Nylon Blonde,windows;mac;linux,Indie;RPG;Strategy;Early Access,Early Access;Strategy;Indie,6,6,0,0,0,0-20000,2.89
325160,Bik - A Space Adventure,2014-10-14,1,Zotnip,Zotnip,windows;mac;linux,Adventure;Indie,Adventure;Indie;Pixel Graphics,15,39,2,0,0,0-20000,3.99
938940,天风之光 ~ Touhou Fan of Destiny,2018-10-12,1,Fury Games Production,Fury Games Production,windows,Indie,Indie;Female Protagonist;Exploration,0,2,29,0,0,0-20000,10.29
593700,Tower Fortress,2017-11-20,1,Keybol;Nitrome Limited;Mike Studios,Nitrome Limited,windows;mac,Action;Adventure;Indie,Indie;Action;Adventure,17,46,6,0,0,0-20000,3.99
563180,Dispersio,2016-12-01,1,Achpile,Achpile,windows;mac;linux,Adventure;Indie,Adventure;Indie;Platformer,24,48,2,0,0,0-20000,0.79
400800,MXGP2 - The Official Motocross Videogame,2016-04-07,1,Milestone S.r.l.,Milestone S.r.l.,windows,Racing;Simulation;Sports,Racing;Simulation;Sports,41,278,114,0,0,20000-50000,15.49
589250,PowersVR,2017-02-08,1,Pseudocode Games,Pseudocode Games,windows,Action;Simulation;Early Access,Early Access;Action;Simulation,4,32,6,0,0,0-20000,6.99
383690,Mu Complex,2015-10-23,1,studiocime,studiocime,windows;mac;linux,Adventure;Indie,Indie;Adventure;Hacking,37,128,25,11,11,0-20000,5.99
926350,ALIEN FIELD,2018-12-22,1,"Mindware Co.,Ltd.","Mindware Co.,Ltd.",windows,Action;Indie,Action;Indie,30,5,0,0,0,0-20000,10.99
498660,Mind Spheres,2016-07-08,1,Microblast Games,Microblast Games,windows;mac,Casual;Indie;Sports,Indie;Casual;Sports,11,410,103,219,274,200000-500000,0.79
466130,White Day: A Labyrinth Named School,2017-08-22,1,SONNORI Corp,PQube Limited;SONNORI Corp,windows,Action;Adventure;Indie,Horror;Adventure;Action,42,529,260,0,0,20000-50000,22.99
307190,Nicole,2014-07-25,1,Winter Wolves,Winter Wolves,windows;mac;linux,Adventure;Casual;Simulation,Visual Novel;Otome;Simulation,13,71,31,291,291,0-20000,13.99
601250,Micronomicon: Heroes,2019-04-05,1,SVP,SVP,windows;mac;linux,Adventure;Indie;RPG,Adventure;Indie;RPG,0,11,2,0,0,0-20000,3.99
668970,Space Waver,2017-09-07,1,Grégory Joerger,Grégory Joerger,windows,Action;Adventure;Indie,Adventure;Indie;Action,0,9,0,0,0,0-20000,2.99
502200,Orczz,2016-11-17,1,Camel 101,Camel 101,windows,Strategy,Strategy;Tower Defense;Funny,19,8,7,372,372,0-20000,1.99
782630,Twisted Sails,2018-03-26,1,25% Games,25% Games,windows,Action;Casual;Free to Play;Indie,Free to Play;Action;Indie,0,7,4,0,0,0-20000,0.0
338190,Just Get Through,2015-01-30,1,Retrific,Retrific,windows,Action;Adventure;Casual;Indie;Racing,Indie;Casual;Action,38,175,23,0,0,20000-50000,3.99
998790,Piczle Lines DX+α,2019-03-21,1,Score Studios LLC,Score Studios LLC,windows,Casual;Indie,Casual;Indie;Puzzle,16,7,2,0,0,0-20000,15.49
856160,STAR BARON – VR BEAST COMBAT GAME,2018-07-07,1,Timecode DS Ltd.,Timecode DS Ltd.,windows,Violent;Action;Early Access,Early Access;Action;Violent,0,2,0,0,0,0-20000,6.99
453980,Airstrike HD,2016-03-23,1,Fifth Dimension Company,Fifth Dimension Company,windows,Casual;Indie,Indie;Casual;Arcade,12,185,154,347,354,200000-500000,1.69
669830,Asteroids Millennium,2017-08-07,1,Geoff Nagy,Geoff Nagy,windows;linux,Action;Casual;Indie,Action;Indie;Casual,10,8,2,0,0,0-20000,5.59
449140,Istrolid,2016-05-06,1,treeform,treeform,windows;mac;linux,Free to Play;Indie;Strategy,Free to Play;Strategy;Building,0,1899,276,20,31,200000-500000,0.0
812960,Guilds Of Delenar,2019-03-22,1,Batholith Entertainment,Batholith Entertainment,windows,Indie;RPG;Strategy;Early Access,Early Access;RPG;Indie,42,25,0,0,0,0-20000,11.39
671620,Beast Battle Simulator,2018-02-22,1,DOG HOGGLER,DOG HOGGLER,windows,Violent;Gore;Action;Indie;Simulation;Sports;Strategy,Simulation;Strategy;Action,0,327,65,0,0,20000-50000,6.99
801290,Diabolic,2018-03-26,1,MyDreamForever,Red twice potato,windows,Action;Adventure;Indie,Action;Indie;Adventure,12,94,9,0,0,0-20000,2.89
658390,Tunnel Runner VR,2017-07-10,1,Mocove Studio,Mocove Studio,windows,Casual;Simulation,Casual;Simulation;VR,0,0,1,0,0,0-20000,1.99
685430,Run Crabby Run - adventure,2017-08-02,1,Crabby Team,Crabby Team,windows,Adventure;Casual;Indie,Adventure;Indie;Casual,0,5,2,0,0,0-20000,0.79
857130,Evolution,2018-06-03,1,D1ONE,D1ONE,windows,Casual,Casual,0,15,8,0,0,0-20000,2.89
24010,Train Simulator 2019,2015-09-17,1,Dovetail Games,Dovetail Games - Trains,windows,Simulation,Simulation;Trains;Singleplayer,1165,8573,5336,287,385,1000000-2000000,34.99
853770,Maximum Action,2018-09-19,1,George Mandell,BalloonMooseGames,windows,Violent;Gore;Action;Indie;Early Access,Early Access;Violent;Indie,0,284,41,0,0,0-20000,11.39
378770,ESCHATOS,2015-09-18,1,Qute,Degica,windows,Action,Action;Shoot 'Em Up;Great Soundtrack,29,81,4,0,0,0-20000,10.99
508890,Meteor Crush VR,2016-08-16,1,XIERRA Games,XIERRA Games,windows,Action;Indie,Action;Indie;VR,0,3,0,0,0,0-20000,0.79
876470,Tentlan,2018-07-10,1,Lionmoon UG,Lionmoon UG,windows,Free to Play;Strategy,Free to Play;Strategy;City Builder,0,35,46,0,0,20000-50000,0.0
505210,Neon Space 2,2016-07-26,1,Just1337 Studio,Just1337 Publisher,windows;mac;linux,Action;Adventure;Casual;Indie;Strategy,Action;Indie;Casual,17,211,73,301,374,100000-200000,4.99
992790,Switch & Ditch,2019-01-09,1,Tempera Games,Tempera Games,windows;mac,Action;Casual,Action;Casual;Local Multiplayer,0,6,1,0,0,0-20000,0.0
714360,A Shawn Story,2017-10-04,1,SirGoose,MyGamePublisher,windows,Adventure;Casual;Indie,Adventure;Indie;Casual,0,6,18,0,0,0-20000,0.79
584880,Pixel Sand,2017-04-20,1,Kongroth,Kongroth,windows,Adventure;Casual;Simulation,Casual;Adventure;Simulation,0,24,3,0,0,0-20000,0.0
694500,Army Men RTS,2017-12-20,1,Pandemic Studios,2K,windows,Action;Strategy,Strategy;Action;RTS,0,152,28,0,0,20000-50000,4.69
746110,Technosphere - Collector's Edition,2019-04-09,1,Adaptive Game,Adaptive Game,windows,Action;Adventure;Casual;Indie,Indie;Action;Casual,0,13,2,0,0,0-20000,5.19
36000,Foreign Legion: Buckets of Blood,2009-08-04,1,Sakari Indie,Sakari Indie,windows;mac,Action;Indie,Action;Indie;Third Person,23,184,111,160,160,50000-100000,3.99
686740,Haunted Dungeons: Hyakki Castle,2017-11-14,1,Happinet,Happinet,windows,Action;Adventure;RPG,RPG;Action;Adventure,18,13,9,0,0,0-20000,10.99
385150,Stranded In Time,2015-07-17,1,DQ Team;Hidden Hallow Studio,DQ Team,windows;mac;linux,Adventure;Casual;Indie,Adventure;Indie;Casual,0,57,14,0,0,20000-50000,1.59
657230,Spirit of the Ancient Forest,2017-07-20,1,Shaman Games Studio,Shaman Games Studio,windows;mac,Casual,Casual;Hidden Object;Puzzle,0,6,19,0,0,0-20000,3.99
453830,Innoquous 5,2016-05-13,1,Chequered Ink Ltd.,Chequered Ink Ltd.,windows,Action;Casual;Indie,Action;Indie;Casual,40,12,1,0,0,0-20000,0.79
745900,Tank of War-VR,2018-01-02,1,梵天游戏,梵天游戏,windows,Action;Massively Multiplayer;Strategy,Action;Massively Multiplayer;VR,0,6,5,0,0,0-20000,15.49
415840,Mystic Saga,2016-01-27,1,FIVE-BN GAMES,8Floor,windows,Adventure;Casual,Adventure;Casual;Hidden Object,53,86,46,306,306,50000-100000,3.99
832520,灵文西游,2018-07-30,0,Winturn Games,Winturn Games,windows,Adventure;Indie;Strategy;Early Access,Early Access;Strategy;Adventure,0,15,5,0,0,0-20000,2.09
202130,Impire,2013-02-14,1,Cyanide Montreal,Paradox Interactive,windows,Strategy,Strategy;Fantasy;Villain Protagonist,48,167,208,76,76,100000-200000,14.99
898830,In Your Realm,2018-08-17,1,Christian Boman,Christian Boman,windows,Action;Indie;RPG,Action;Indie;RPG,0,5,0,0,0,0-20000,5.79
773650,The first thrust of God,2018-01-03,1,Apillo,Apillo,windows;mac,Adventure;Casual;Indie;Simulation;Strategy,Strategy;Adventure;Indie,4,4,21,0,0,20000-50000,5.19
677340,The Colonists,2018-10-24,1,Codebyfire,Mode 7,windows,Indie;Strategy,Strategy;Indie;City Builder,0,269,62,142,142,20000-50000,19.49
909570,Spuds Unearthed,2019-01-10,1,Gamedust Sp. z o.o.,Gamedust Sp. z o.o.,windows,Action;Indie;Strategy;Early Access,Early Access;Action;Strategy,0,28,2,0,0,0-20000,15.49
377330,Close Your Eyes [Old Version],2015-08-31,1,Yai Gameworks,Yai Gameworks,windows,Sexual Content;Violent;Gore;Adventure;Free to Play;Indie,Free to Play;Horror;Indie,8,622,82,9,17,100000-200000,0.0
489730,Run The Gamut,2016-06-17,1,Playdev Gaming,Playdev Gaming,windows,Action;Adventure;Indie,Indie;Action;Adventure,19,1,3,0,0,0-20000,2.79
455940,Odd||Even,2016-04-06,1,irritatingFLY studio,irritatingFLY studio,windows,Casual;Indie;Strategy,Strategy;Casual;Indie,0,49,40,266,266,20000-50000,0.79
857680,Catan VR,2018-06-13,1,Experiment 7,Experiment 7,windows,Simulation;Strategy,Strategy;Simulation;Board Game,0,32,8,0,0,0-20000,11.39
565140,Chimeras: Tune of Revenge Collector's Edition,2016-12-14,1,Elephant Games,Big Fish Games,windows,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,6.99
591370,Production Line : Car factory simulation,2019-03-07,1,Positech Games,Positech Games,windows,Indie;Simulation;Strategy,Management;Simulation;Strategy,32,1355,208,0,0,50000-100000,19.49
33930,Arma 2: Operation Arrowhead,2010-06-29,1,Bohemia Interactive,Bohemia Interactive,windows,Action;Simulation;Strategy,Simulation;Action;Military,0,17683,1519,8488,1120,2000000-5000000,11.99
865850,Dehumanized,2018-07-12,1,BurningDust Games,SakuraGame,windows,Action;Adventure;Indie;RPG;Early Access,Early Access;Action;Indie,0,67,26,0,0,0-20000,1.69
259020,Dragon's Prophet,2013-09-18,1,Runewaker,Infernum Productions AG,windows,Action;Free to Play;Massively Multiplayer;RPG,Free to Play;Dragons;Massively Multiplayer,0,594,267,152,183,200000-500000,0.0
987850,2084,2018-12-13,1,Feardemic,Feardemic,windows,Action;Indie;Early Access,Early Access;Indie;Action,20,39,16,0,0,0-20000,7.19
522280,How To Make Your Grandpa Happy,2016-10-25,1,Team Cat 'n Mice,Team Cat 'n Mice,windows;mac,Adventure;Indie,Adventure;Indie,0,42,9,0,0,0-20000,0.0
1062120,Peas Adventure,2019-04-18,1,Artur Rezende,Artur Rezende,windows,Casual;Indie,Casual;Indie,0,1,0,0,0,0-20000,0.79
587010,EZRA: The Stranger,2017-02-04,1,Foremost Games,Foremost Games,windows;mac;linux,Adventure;Casual;Indie,Adventure;Indie;Casual,0,4,3,0,0,0-20000,6.99
531910,Bad Sector HDD,2016-10-14,1,Dan Ruscoe,Dan Ruscoe,windows,Casual;Indie,Indie;Casual,5,33,3,0,0,0-20000,0.79
744040,Street Heat,2017-11-29,1,Astalo Games,PQube Limited,windows,Indie;Racing;Early Access,Early Access;Racing;Indie,12,17,5,0,0,0-20000,5.79
13600,Prince of Persia®: The Sands of Time,2009-08-27,1,Kudosoft,Ubisoft,windows,Action;Adventure,Action;Adventure;Parkour,0,831,122,167,167,200000-500000,8.59
440790,Spellbind : Luppe's tale,2016-03-04,1,Spider Key Games,Spider Key Games,windows;mac,Adventure;Casual;Indie,Adventure;Indie;Casual,12,8,8,0,0,0-20000,1.99
551730,Toukiden 2,2017-03-21,1,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",windows,Action,Action;Open World;Hunting,50,800,206,3315,3315,20000-50000,49.99
233270,Far Cry 3 - Blood Dragon,2013-05-01,1,Ubisoft Montreal,Ubisoft,windows,Action;Adventure,FPS;1980s;Comedy,0,9282,1257,249,201,1000000-2000000,12.49
497260,Fabulous Food Truck,2016-07-21,1,EnsenaSoft,EnsenaSoft,windows,Casual;Simulation,Casual;Simulation,0,53,51,202,202,20000-50000,2.09
1049420,Hotel Tutwin,2019-04-15,1,Roxiano Creations,Roxiano Creations,windows;mac,Casual;Free to Play;Indie;RPG;Simulation,Free to Play;Indie;Casual,0,8,1,0,0,0-20000,0.0
460850,Allumette,2016-10-13,1,Penrose Studios,Penrose Studios,windows,Casual;Indie,Indie;Casual;VR,0,443,15,0,0,50000-100000,0.0
801630,UNDER NIGHT IN-BIRTH Exe:Late[st],2018-08-20,1,FRENCH-BREAD,Arc System Works,windows,Action,Action;2D Fighter;Fighting,44,524,33,168,202,20000-50000,30.99
212680,FTL: Faster Than Light,2012-09-14,1,Subset Games,Subset Games,windows;mac;linux,Indie;Simulation;Strategy,Rogue-like;Space;Indie,0,42641,1629,1111,633,2000000-5000000,6.99
846340,Obliteracy,2018-09-14,1,Magic Chopstick Games,Magic Chopstick Games,windows;mac,Casual;Free to Play;Indie;Strategy,Free to Play;Strategy;Indie,40,12,5,0,0,0-20000,0.0
783090,Neon,2018-02-06,1,Galactig,Galactig;Rondo Media Cyf,windows,Action;Casual;Indie,Action;Indie;Casual,0,1,0,0,0,0-20000,6.99
397950,Clustertruck,2016-09-27,1,Landfall,tinyBuild,windows;mac;linux,Action;Indie,Parkour;Action;First-Person,19,4497,485,211,303,200000-500000,10.99
819880,SShield Reborn,2018-03-23,1,Amanotes,AmanotesJSC,windows,Action;Casual;Early Access,Early Access;Action;Casual,0,1,0,0,0,0-20000,2.09
512420,Wave Magic VR,2016-12-29,1,Overrun Games,Overrun Games,windows,Action;Indie;RPG;Early Access,Early Access;Action;Indie,0,16,7,0,0,0-20000,4.79
654670,RPS Runner,2017-07-05,1,Thugnificent,Thugnificent,windows,Casual;Indie,Indie;Casual;Difficult,15,11,0,0,0,0-20000,0.79
698100,Protagon VR,2017-08-24,1,Digital Eel,Digital Eel,windows,Casual;Indie,Indie;Casual;VR,0,3,1,0,0,0-20000,6.99
364050,Face It - A game to fight inner demons,2017-06-09,1,Tlön Studios;Ilex Games,Gamestorming,windows;mac;linux,Action;Adventure;Indie,Indie;Action;Adventure,16,907,251,430,468,100000-200000,2.79
765610,Hex-Up,2017-12-29,1,LuteGames,LuteGames,windows,Casual;Indie,Casual;Indie;Puzzle,0,20,2,0,0,0-20000,0.79
1055770,Metal Country,2019-04-11,1,Willpowaproject,Willpowaproject,windows,Action;Adventure;Indie,Action;Indie;Adventure,0,2,1,0,0,0-20000,1.69
403880,MotoGP™15 Compact,2015-12-10,1,Milestone S.r.l.,Milestone S.r.l.,windows,Racing;Simulation;Sports,Racing;Simulation;Sports,10,54,43,126,126,0-20000,6.99
932800,Letzte Worte VR,2019-01-30,1,"Matthias Patscheider, Samantha Povolny, Bianca Zankl",Letzte Worte,windows,Adventure;Indie,Adventure;Indie;Sexual Content,17,13,1,0,0,0-20000,0.0
862010,Weird Dungeon Explorer: Defender,2018-05-25,1,Nekyau Games,Nekyau,windows,Action;Casual;Indie,Action;Indie;Casual,0,9,29,0,0,20000-50000,0.79
659320,Pixel Pursuit,2017-07-06,1,Omnichron Studios,Omnichron Studios,windows;mac,Indie,Indie;Platformer;Pixel Graphics,0,4,0,0,0,0-20000,4.79
455990,Smash Pixel Racing,2016-06-20,1,Jollyfish Games,Jollyfish Games,windows;mac;linux,Action;Indie;Racing;Early Access,Early Access;Racing;Action,0,3,2,0,0,0-20000,1.99
355120,Pirates Deck,2015-08-10,1,Smit Parmar,Smit Parmar,windows,Casual;Indie;Strategy,Indie;Strategy;Casual,0,6,28,0,0,0-20000,1.99
647950,Kitty Nigiri,2017-09-05,1,Greater Studios,Greater Studios,windows,Adventure;Indie;Early Access,Early Access;Adventure;Indie,0,2,0,0,0,0-20000,6.99
627530,Strata inStudio VR,2017-05-03,1,"Strata Mixed Reality, Inc.","Strata Mixed Reality, Inc.",windows,Casual;Animation & Modeling;Design & Illustration,Design & Illustration;Animation & Modeling;Casual,3,9,0,0,0,20000-50000,0.0
445430,Seinarukana -The Spirit of Eternity Sword 2-,2017-01-26,1,Xuse,JAST USA,windows,RPG;Strategy,RPG;Strategy;Visual Novel,0,17,2,0,0,0-20000,22.99
538810,Train Mechanic Simulator 2017,2017-03-23,1,Si7 Studio,Si7 Studio,windows,Simulation,Simulation;Trains;Singleplayer,0,193,133,0,0,20000-50000,5.79
815630,Majula Frontier,2018-09-19,1,EF Universe Games LLC,EF Universe Games LLC,windows,Indie;RPG;Strategy,Indie;Strategy;RPG,26,3,0,0,0,0-20000,11.39
433790,Wooden Floor 2 - Resurrection,2016-01-11,1,pheenix93,pheenix93,windows,Adventure;Indie,Adventure;Indie;Mystery,0,23,21,241,241,20000-50000,1.69
674800,Tailwind,2017-07-28,1,ClickGames,ClickGames,windows,Adventure;Casual;Indie,Adventure;Indie;Casual,9,23,1,0,0,0-20000,1.99
754040,Piggy Poggy Pog,2017-11-28,1,TSS Studio,TSS Studio,windows,Adventure;Casual;Indie;Simulation,Indie;Casual;Adventure,0,79,39,0,0,0-20000,2.89
395100,Systematic Immunity,2016-05-20,1,Felix Wunderlich,Felix Wunderlich,windows,Action;Adventure;Indie,Action;Indie;Adventure,21,12,1,0,0,0-20000,4.99
927250,Bladed Fury,2018-12-17,1,NEXT Studios,NEXT Studios,windows,Action;Adventure;Casual;Indie;RPG,Action;Female Protagonist;Indie,24,1225,228,0,0,100000-200000,7.19
